LINE,X,Y
2,-75747.94,6624491.74
2,-75747.94,6624441.74
2,-75747.94,6624391.74
2,-75747.94,6624341.74
2,-75747.94,6624291.74
2,-75747.94,6624241.74
2,-75747.94,6624191.74
2,-75747.94,6624141.74
2,-75747.94,6624091.74
2,-75747.94,6624041.74
2,-75747.94,6623991.74
2,-75747.94,6623941.74
2,-75747.94,6623891.74
2,-75747.94,6623841.74
2,-75747.94,6623791.74
2,-75747.94,6623741.74
2,-75747.94,6623691.74
2,-75747.94,6623641.74
2,-75747.94,6623591.74
2,-75747.94,6623541.74
2,-75747.94,6623491.74
2,-75747.94,6623441.74
2,-75747.94,6623391.74
2,-75747.94,6623341.74
2,-75747.94,6623291.74
2,-75747.94,6623241.74
2,-75747.94,6623191.74
2,-75747.94,6623141.74
2,-75747.94,6623091.74
2,-75747.94,6623041.74
2,-75747.94,6622991.74
2,-75747.94,6622941.74
2,-75747.94,6622891.74
2,-75747.94,6622841.74
2,-75747.94,6622791.74
2,-75747.94,6622741.74
2,-75747.94,6622691.74
2,-75747.94,6622641.74
2,-75747.94,6622591.74
2,-75747.94,6622541.74
2,-75747.94,6622491.74
2,-75747.94,6622441.74
2,-75747.94,6622391.74
2,-75747.94,6622341.74
2,-75747.94,6622291.74
2,-75747.94,6622241.74
2,-75747.94,6622191.74
2,-75747.94,6622141.74
2,-75747.94,6622091.74
2,-75747.94,6622041.74
2,-75747.94,6621991.74
2,-75747.94,6621941.74
2,-75747.94,6621891.74
2,-75747.94,6621841.74
2,-75747.94,6621791.74
2,-75747.94,6621741.74
2,-75747.94,6621691.74
2,-75747.94,6621641.74
2,-75747.94,6621591.74
2,-75747.94,6621541.74
2,-75747.94,6621491.74
2,-75747.94,6621441.74
2,-75747.94,6621391.74
2,-75747.94,6621341.74
2,-75747.94,6621291.74
2,-75747.94,6621241.74
2,-75747.94,6621191.74
2,-75747.94,6621141.74
2,-75747.94,6621091.74
2,-75747.94,6621041.74
2,-75747.94,6620991.74
2,-75747.94,6620941.74
2,-75747.94,6620891.74
2,-75747.94,6620841.74
2,-75747.94,6620791.74
2,-75747.94,6620741.74
2,-75747.94,6620691.74
2,-75747.94,6620641.74
2,-75747.94,6620591.74
2,-75747.94,6620541.74
2,-75747.94,6620491.74
2,-75747.94,6620441.74
2,-75747.94,6620391.74
2,-75747.94,6620341.74
2,-75747.94,6620291.74
2,-75747.94,6620241.74
2,-75747.94,6620191.74
2,-75747.94,6620141.74
2,-75747.94,6620091.74
2,-75747.94,6620041.74
2,-75747.94,6619991.74
2,-75747.94,6619941.74
2,-75747.94,6619891.74
2,-75747.94,6619841.74
2,-75747.94,6619791.74
2,-75747.94,6619741.74
2,-75747.94,6619691.74
2,-75747.94,6619641.74
2,-75747.94,6619591.74
2,-75747.94,6619541.74
2,-75747.94,6619491.74
2,-75747.94,6619441.74
2,-75747.94,6619391.74
2,-75747.94,6619341.74
2,-75747.94,6619291.74
2,-75747.94,6619241.74
2,-75747.94,6619191.74
2,-75747.94,6619141.74
2,-75747.94,6619091.74
2,-75747.94,6619041.74
2,-75747.94,6618991.74
2,-75747.94,6618941.74
2,-75747.94,6618891.74
2,-75747.94,6618841.74
2,-75747.94,6618791.74
2,-75747.94,6618741.74
2,-75747.94,6618691.74
2,-75747.94,6618641.74
2,-75747.94,6618591.74
2,-75747.94,6618541.74
2,-75747.94,6618491.74
2,-75747.94,6618441.74
2,-75747.94,6618391.74
2,-75747.94,6618341.74
2,-75747.94,6618291.74
2,-75747.94,6618241.74
2,-75747.94,6618191.74
2,-75747.94,6618141.74
2,-75747.94,6618091.74
2,-75747.94,6618041.74
2,-75747.94,6617991.74
2,-75747.94,6617941.74
2,-75747.94,6617891.74
2,-75747.94,6617841.74
2,-75747.94,6617791.74
2,-75747.94,6617741.74
2,-75747.94,6617691.74
2,-75747.94,6617641.74
2,-75747.94,6617591.74
2,-75747.94,6617541.74
2,-75747.94,6617491.74
2,-75747.94,6617441.74
2,-75747.94,6617391.74
2,-75747.94,6617341.74
2,-75747.94,6617291.74
2,-75747.94,6617241.74
2,-75747.94,6617191.74
2,-75747.94,6617141.74
2,-75747.94,6617091.74
2,-75747.94,6617041.74
2,-75747.94,6616991.74
2,-75747.94,6616941.74
2,-75747.94,6616891.74
2,-75747.94,6616841.74
2,-75747.94,6616791.74
2,-75747.94,6616741.74
2,-75747.94,6616691.74
2,-75747.94,6616641.74
2,-75747.94,6616591.74
2,-75747.94,6616541.74
2,-75747.94,6616491.74
2,-75747.94,6616441.74
2,-75747.94,6616391.74
2,-75747.94,6616341.74
2,-75747.94,6616291.74
2,-75747.94,6616241.74
2,-75747.94,6616191.74
2,-75747.94,6616141.74
2,-75747.94,6616091.74
2,-75747.94,6616041.74
2,-75747.94,6615991.74
2,-75747.94,6615941.74
2,-75747.94,6615891.74
2,-75747.94,6615841.74
2,-75747.94,6615791.74
2,-75747.94,6615741.74
2,-75747.94,6615691.74
2,-75747.94,6615641.74
2,-75747.94,6615591.74
2,-75747.94,6615541.74
2,-75747.94,6615491.74
2,-75747.94,6615441.74
2,-75747.94,6615391.74
2,-75747.94,6615341.74
2,-75747.94,6615291.74
2,-75747.94,6615241.74
2,-75747.94,6615191.74
2,-75747.94,6615141.74
2,-75747.94,6615091.74
2,-75747.94,6615041.74
2,-75747.94,6614991.74
2,-75747.94,6614941.74
2,-75747.94,6614891.74
2,-75747.94,6614841.74
2,-75747.94,6614791.74
2,-75747.94,6614741.74
2,-75747.94,6614691.74
2,-75747.94,6614641.74
2,-75747.94,6614591.74
2,-75747.94,6614541.74
2,-75747.94,6614491.74
2,-75747.94,6614441.74
2,-75747.94,6614391.74
2,-75747.94,6614341.74
2,-75747.94,6614291.74
2,-75747.94,6614241.74
2,-75747.94,6614191.74
2,-75747.94,6614141.74
2,-75747.94,6614091.74
2,-75747.94,6614041.74
2,-75747.94,6613991.74
2,-75747.94,6613941.74
2,-75747.94,6613891.74
2,-75747.94,6613841.74
2,-75747.94,6613791.74
2,-75747.94,6613741.74
2,-75747.94,6613691.74
2,-75747.94,6613641.74
2,-75747.94,6613591.74
2,-75747.94,6613541.74
2,-75747.94,6613491.74
2,-75747.94,6613441.74
2,-75747.94,6613391.74
2,-75747.94,6613341.74
2,-75747.94,6613291.74
2,-75747.94,6613241.74
2,-75747.94,6613191.74
2,-75747.94,6613141.74
2,-75747.94,6613091.74
2,-75747.94,6613041.74
2,-75747.94,6612991.74
2,-75747.94,6612941.74
2,-75747.94,6612891.74
2,-75747.94,6612841.74
2,-75747.94,6612791.74
2,-75747.94,6612741.74
2,-75747.94,6612691.74
2,-75747.94,6612641.74
2,-75747.94,6612591.74
2,-75747.94,6612541.74
2,-75747.94,6612491.74
2,-75747.94,6612441.74
2,-75747.94,6612391.74
2,-75747.94,6612341.74
2,-75747.94,6612291.74
2,-75747.94,6612241.74
2,-75747.94,6612191.74
2,-75747.94,6612141.74
2,-75747.94,6612091.74
2,-75747.94,6612041.74
2,-75747.94,6611991.74
2,-75747.94,6611941.74
2,-75747.94,6611891.74
2,-75747.94,6611841.74
2,-75747.94,6611791.74
2,-75747.94,6611741.74
2,-75747.94,6611691.74
2,-75747.94,6611641.74
2,-75747.94,6611591.74
2,-75747.94,6611541.74
2,-75747.94,6611491.74
2,-75747.94,6611441.74
2,-75747.94,6611391.74
2,-75747.94,6611341.74
2,-75747.94,6611291.74
2,-75747.94,6611241.74
2,-75747.94,6611191.74
2,-75747.94,6611141.74
2,-75747.94,6611091.74
2,-75747.94,6611041.74
2,-75747.94,6610991.74
2,-75747.94,6610941.74
2,-75747.94,6610891.74
2,-75747.94,6610841.74
2,-75747.94,6610791.74
2,-75747.94,6610741.74
2,-75747.94,6610691.74
2,-75747.94,6610641.74
2,-75747.94,6610591.74
2,-75747.94,6610541.74
2,-75747.94,6610491.74
2,-75747.94,6610441.74
2,-75747.94,6610391.74
3,-75247.94,6610048.74
3,-75247.94,6610098.74
3,-75247.94,6610148.74
3,-75247.94,6610198.74
3,-75247.94,6610248.74
3,-75247.94,6610298.74
3,-75247.94,6610348.74
3,-75247.94,6610398.74
3,-75247.94,6610448.74
3,-75247.94,6610498.74
3,-75247.94,6610548.74
3,-75247.94,6610598.74
3,-75247.94,6610648.74
3,-75247.94,6610698.74
3,-75247.94,6610748.74
3,-75247.94,6610798.74
3,-75247.94,6610848.74
3,-75247.94,6610898.74
3,-75247.94,6610948.74
3,-75247.94,6610998.74
3,-75247.94,6611048.74
3,-75247.94,6611098.74
3,-75247.94,6611148.74
3,-75247.94,6611198.74
3,-75247.94,6611248.74
3,-75247.94,6611298.74
3,-75247.94,6611348.74
3,-75247.94,6611398.74
3,-75247.94,6611448.74
3,-75247.94,6611498.74
3,-75247.94,6611548.74
3,-75247.94,6611598.74
3,-75247.94,6611648.74
3,-75247.94,6611698.74
3,-75247.94,6611748.74
3,-75247.94,6611798.74
3,-75247.94,6611848.74
3,-75247.94,6611898.74
3,-75247.94,6611948.74
3,-75247.94,6611998.74
3,-75247.94,6612048.74
3,-75247.94,6612098.74
3,-75247.94,6612148.74
3,-75247.94,6612198.74
3,-75247.94,6612248.74
3,-75247.94,6612298.74
3,-75247.94,6612348.74
3,-75247.94,6612398.74
3,-75247.94,6612448.74
3,-75247.94,6612498.74
3,-75247.94,6612548.74
3,-75247.94,6612598.74
3,-75247.94,6612648.74
3,-75247.94,6612698.74
3,-75247.94,6612748.74
3,-75247.94,6612798.74
3,-75247.94,6612848.74
3,-75247.94,6612898.74
3,-75247.94,6612948.74
3,-75247.94,6612998.74
3,-75247.94,6613048.74
3,-75247.94,6613098.74
3,-75247.94,6613148.74
3,-75247.94,6613198.74
3,-75247.94,6613248.74
3,-75247.94,6613298.74
3,-75247.94,6613348.74
3,-75247.94,6613398.74
3,-75247.94,6613448.74
3,-75247.94,6613498.74
3,-75247.94,6613548.74
3,-75247.94,6613598.74
3,-75247.94,6613648.74
3,-75247.94,6613698.74
3,-75247.94,6613748.74
3,-75247.94,6613798.74
3,-75247.94,6613848.74
3,-75247.94,6613898.74
3,-75247.94,6613948.74
3,-75247.94,6613998.74
3,-75247.94,6614048.74
3,-75247.94,6614098.74
3,-75247.94,6614148.74
3,-75247.94,6614198.74
3,-75247.94,6614248.74
3,-75247.94,6614298.74
3,-75247.94,6614348.74
3,-75247.94,6614398.74
3,-75247.94,6614448.74
3,-75247.94,6614498.74
3,-75247.94,6614548.74
3,-75247.94,6614598.74
3,-75247.94,6614648.74
3,-75247.94,6614698.74
3,-75247.94,6614748.74
3,-75247.94,6614798.74
3,-75247.94,6614848.74
3,-75247.94,6614898.74
3,-75247.94,6614948.74
3,-75247.94,6614998.74
3,-75247.94,6615048.74
3,-75247.94,6615098.74
3,-75247.94,6615148.74
3,-75247.94,6615198.74
3,-75247.94,6615248.74
3,-75247.94,6615298.74
3,-75247.94,6615348.74
3,-75247.94,6615398.74
3,-75247.94,6615448.74
3,-75247.94,6615498.74
3,-75247.94,6615548.74
3,-75247.94,6615598.74
3,-75247.94,6615648.74
3,-75247.94,6615698.74
3,-75247.94,6615748.74
3,-75247.94,6615798.74
3,-75247.94,6615848.74
3,-75247.94,6615898.74
3,-75247.94,6615948.74
3,-75247.94,6615998.74
3,-75247.94,6616048.74
3,-75247.94,6616098.74
3,-75247.94,6616148.74
3,-75247.94,6616198.74
3,-75247.94,6616248.74
3,-75247.94,6616298.74
3,-75247.94,6616348.74
3,-75247.94,6616398.74
3,-75247.94,6616448.74
3,-75247.94,6616498.74
3,-75247.94,6616548.74
3,-75247.94,6616598.74
3,-75247.94,6616648.74
3,-75247.94,6616698.74
3,-75247.94,6616748.74
3,-75247.94,6616798.74
3,-75247.94,6616848.74
3,-75247.94,6616898.74
3,-75247.94,6616948.74
3,-75247.94,6616998.74
3,-75247.94,6617048.74
3,-75247.94,6617098.74
3,-75247.94,6617148.74
3,-75247.94,6617198.74
3,-75247.94,6617248.74
3,-75247.94,6617298.74
3,-75247.94,6617348.74
3,-75247.94,6617398.74
3,-75247.94,6617448.74
3,-75247.94,6617498.74
3,-75247.94,6617548.74
3,-75247.94,6617598.74
3,-75247.94,6617648.74
3,-75247.94,6617698.74
3,-75247.94,6617748.74
3,-75247.94,6617798.74
3,-75247.94,6617848.74
3,-75247.94,6617898.74
3,-75247.94,6617948.74
3,-75247.94,6617998.74
3,-75247.94,6618048.74
3,-75247.94,6618098.74
3,-75247.94,6618148.74
3,-75247.94,6618198.74
3,-75247.94,6618248.74
3,-75247.94,6618298.74
3,-75247.94,6618348.74
3,-75247.94,6618398.74
3,-75247.94,6618448.74
3,-75247.94,6618498.74
3,-75247.94,6618548.74
3,-75247.94,6618598.74
3,-75247.94,6618648.74
3,-75247.94,6618698.74
3,-75247.94,6618748.74
3,-75247.94,6618798.74
3,-75247.94,6618848.74
3,-75247.94,6618898.74
3,-75247.94,6618948.74
3,-75247.94,6618998.74
3,-75247.94,6619048.74
3,-75247.94,6619098.74
3,-75247.94,6619148.74
3,-75247.94,6619198.74
3,-75247.94,6619248.74
3,-75247.94,6619298.74
3,-75247.94,6619348.74
3,-75247.94,6619398.74
3,-75247.94,6619448.74
3,-75247.94,6619498.74
3,-75247.94,6619548.74
3,-75247.94,6619598.74
3,-75247.94,6619648.74
3,-75247.94,6619698.74
3,-75247.94,6619748.74
3,-75247.94,6619798.74
3,-75247.94,6619848.74
3,-75247.94,6619898.74
3,-75247.94,6619948.74
3,-75247.94,6619998.74
3,-75247.94,6620048.74
3,-75247.94,6620098.74
3,-75247.94,6620148.74
3,-75247.94,6620198.74
3,-75247.94,6620248.74
3,-75247.94,6620298.74
3,-75247.94,6620348.74
3,-75247.94,6620398.74
3,-75247.94,6620448.74
3,-75247.94,6620498.74
3,-75247.94,6620548.74
3,-75247.94,6620598.74
3,-75247.94,6620648.74
3,-75247.94,6620698.74
3,-75247.94,6620748.74
3,-75247.94,6620798.74
3,-75247.94,6620848.74
3,-75247.94,6620898.74
3,-75247.94,6620948.74
3,-75247.94,6620998.74
3,-75247.94,6621048.74
3,-75247.94,6621098.74
3,-75247.94,6621148.74
3,-75247.94,6621198.74
3,-75247.94,6621248.74
3,-75247.94,6621298.74
3,-75247.94,6621348.74
3,-75247.94,6621398.74
3,-75247.94,6621448.74
3,-75247.94,6621498.74
3,-75247.94,6621548.74
3,-75247.94,6621598.74
3,-75247.94,6621648.74
3,-75247.94,6621698.74
3,-75247.94,6621748.74
3,-75247.94,6621798.74
3,-75247.94,6621848.74
3,-75247.94,6621898.74
3,-75247.94,6621948.74
3,-75247.94,6621998.74
3,-75247.94,6622048.74
3,-75247.94,6622098.74
3,-75247.94,6622148.74
3,-75247.94,6622198.74
3,-75247.94,6622248.74
3,-75247.94,6622298.74
3,-75247.94,6622348.74
3,-75247.94,6622398.74
3,-75247.94,6622448.74
3,-75247.94,6622498.74
3,-75247.94,6622548.74
3,-75247.94,6622598.74
3,-75247.94,6622648.74
3,-75247.94,6622698.74
3,-75247.94,6622748.74
3,-75247.94,6622798.74
3,-75247.94,6622848.74
3,-75247.94,6622898.74
3,-75247.94,6622948.74
3,-75247.94,6622998.74
3,-75247.94,6623048.74
3,-75247.94,6623098.74
3,-75247.94,6623148.74
3,-75247.94,6623198.74
3,-75247.94,6623248.74
3,-75247.94,6623298.74
3,-75247.94,6623348.74
3,-75247.94,6623398.74
3,-75247.94,6623448.74
3,-75247.94,6623498.74
3,-75247.94,6623548.74
3,-75247.94,6623598.74
3,-75247.94,6623648.74
3,-75247.94,6623698.74
3,-75247.94,6623748.74
3,-75247.94,6623798.74
3,-75247.94,6623848.74
3,-75247.94,6623898.74
3,-75247.94,6623948.74
3,-75247.94,6623998.74
3,-75247.94,6624048.74
3,-75247.94,6624098.74
3,-75247.94,6624148.74
3,-75247.94,6624198.74
3,-75247.94,6624248.74
3,-75247.94,6624298.74
3,-75247.94,6624348.74
3,-75247.94,6624398.74
3,-75247.94,6624448.74
3,-75247.94,6624498.74
3,-75247.94,6624548.74
3,-75247.94,6624598.74
3,-75247.94,6624648.74
3,-75247.94,6624698.74
3,-75247.94,6624748.74
3,-75247.94,6624798.74
3,-75247.94,6624848.74
3,-75247.94,6624898.74
3,-75247.94,6624948.74
3,-75247.94,6624998.74
3,-75247.94,6625048.74
3,-75247.94,6625098.74
3,-75247.94,6625148.74
3,-75247.94,6625198.74
3,-75247.94,6625248.74
3,-75247.94,6625298.74
3,-75247.94,6625348.74
3,-75247.94,6625398.74
3,-75247.94,6625448.74
3,-75247.94,6625498.74
3,-75247.94,6625548.74
3,-75247.94,6625598.74
3,-75247.94,6625648.74
3,-75247.94,6625698.74
3,-75247.94,6625748.74
3,-75247.94,6625798.74
3,-75247.94,6625848.74
3,-75247.94,6625898.74
3,-75247.94,6625948.74
3,-75247.94,6625998.74
3,-75247.94,6626048.74
3,-75247.94,6626098.74
3,-75247.94,6626148.74
3,-75247.94,6626198.74
3,-75247.94,6626248.74
3,-75247.94,6626298.74
3,-75247.94,6626348.74
3,-75247.94,6626398.74
3,-75247.94,6626448.74
3,-75247.94,6626498.74
3,-75247.94,6626548.74
3,-75247.94,6626598.74
3,-75247.94,6626648.74
3,-75247.94,6626698.74
3,-75247.94,6626748.74
3,-75247.94,6626798.74
3,-75247.94,6626848.74
3,-75247.94,6626898.74
3,-75247.94,6626948.74
3,-75247.94,6626998.74
4,-74747.94,6626398.74
4,-74747.94,6626348.74
4,-74747.94,6626298.74
4,-74747.94,6626248.74
4,-74747.94,6626198.74
4,-74747.94,6626148.74
4,-74747.94,6626098.74
4,-74747.94,6626048.74
4,-74747.94,6625998.74
4,-74747.94,6625948.74
4,-74747.94,6625898.74
4,-74747.94,6625848.74
4,-74747.94,6625798.74
4,-74747.94,6625748.74
4,-74747.94,6625698.74
