LNUM,X,Y,LSYMB
1,-4.60757e+06,-4.74249e+06,101
1,-4.60757e+06,-4.74254e+06,101
1,-4.60757e+06,-4.74259e+06,101
1,-4.60757e+06,-4.74264e+06,101
1,-4.60757e+06,-4.74269e+06,101
1,-4.60757e+06,-4.74274e+06,101
1,-4.60757e+06,-4.74279e+06,101
1,-4.60757e+06,-4.74284e+06,101
1,-4.60757e+06,-4.74289e+06,101
1,-4.60757e+06,-4.74294e+06,101
1,-4.60757e+06,-4.74299e+06,101
1,-4.60757e+06,-4.74304e+06,101
1,-4.60757e+06,-4.74309e+06,101
1,-4.60757e+06,-4.74314e+06,101
1,-4.60757e+06,-4.74319e+06,101
1,-4.60757e+06,-4.74324e+06,101
1,-4.60757e+06,-4.74329e+06,101
1,-4.60757e+06,-4.74334e+06,101
1,-4.60757e+06,-4.74339e+06,101
1,-4.60757e+06,-4.74344e+06,101
1,-4.60757e+06,-4.74349e+06,101
1,-4.60757e+06,-4.74354e+06,101
1,-4.60757e+06,-4.74359e+06,101
1,-4.60757e+06,-4.74364e+06,101
1,-4.60757e+06,-4.74369e+06,101
1,-4.60757e+06,-4.74374e+06,101
1,-4.60757e+06,-4.74379e+06,101
1,-4.60757e+06,-4.74384e+06,101
1,-4.60757e+06,-4.74389e+06,101
1,-4.60757e+06,-4.74394e+06,101
1,-4.60757e+06,-4.74399e+06,101
1,-4.60757e+06,-4.74404e+06,101
1,-4.60757e+06,-4.74409e+06,101
1,-4.60757e+06,-4.74414e+06,101
1,-4.60757e+06,-4.74419e+06,101
1,-4.60757e+06,-4.74424e+06,101
1,-4.60757e+06,-4.74429e+06,101
1,-4.60757e+06,-4.74434e+06,101
1,-4.60757e+06,-4.74439e+06,101
1,-4.60757e+06,-4.74444e+06,101
1,-4.60757e+06,-4.74449e+06,101
1,-4.60757e+06,-4.74454e+06,101
1,-4.60757e+06,-4.74459e+06,101
1,-4.60757e+06,-4.74464e+06,101
1,-4.60757e+06,-4.74469e+06,101
1,-4.60757e+06,-4.74474e+06,101
1,-4.60757e+06,-4.74479e+06,101
1,-4.60757e+06,-4.74484e+06,101
1,-4.60757e+06,-4.74489e+06,101
1,-4.60757e+06,-4.74494e+06,101
1,-4.60756e+06,-4.74499e+06,101
1,-4.60756e+06,-4.74504e+06,101
1,-4.60756e+06,-4.74509e+06,101
1,-4.60756e+06,-4.74514e+06,101
1,-4.60756e+06,-4.74519e+06,101
1,-4.60756e+06,-4.74524e+06,101
1,-4.60756e+06,-4.74529e+06,101
1,-4.60756e+06,-4.74534e+06,101
1,-4.60756e+06,-4.74539e+06,101
1,-4.60756e+06,-4.74544e+06,101
1,-4.60756e+06,-4.74549e+06,101
1,-4.60756e+06,-4.74554e+06,101
1,-4.60756e+06,-4.74559e+06,101
1,-4.60756e+06,-4.74564e+06,101
1,-4.60756e+06,-4.74569e+06,101
1,-4.60756e+06,-4.74574e+06,101
1,-4.60756e+06,-4.74579e+06,101
1,-4.60756e+06,-4.74584e+06,101
1,-4.60756e+06,-4.74589e+06,101
1,-4.60756e+06,-4.74594e+06,101
1,-4.60756e+06,-4.74599e+06,101
1,-4.60756e+06,-4.74604e+06,101
1,-4.60756e+06,-4.74609e+06,101
1,-4.60756e+06,-4.74614e+06,101
1,-4.60756e+06,-4.74619e+06,101
1,-4.60756e+06,-4.74624e+06,101
1,-4.60756e+06,-4.74629e+06,101
1,-4.60756e+06,-4.74634e+06,101
1,-4.60756e+06,-4.74639e+06,101
1,-4.60756e+06,-4.74644e+06,101
1,-4.60756e+06,-4.74649e+06,101
1,-4.60756e+06,-4.74654e+06,101
1,-4.60756e+06,-4.74659e+06,101
1,-4.60756e+06,-4.74664e+06,101
1,-4.60756e+06,-4.74669e+06,101
1,-4.60756e+06,-4.74674e+06,101
1,-4.60756e+06,-4.74679e+06,101
1,-4.60756e+06,-4.74684e+06,101
1,-4.60756e+06,-4.74689e+06,101
1,-4.60756e+06,-4.74694e+06,101
1,-4.60756e+06,-4.74699e+06,101
1,-4.60756e+06,-4.74704e+06,101
1,-4.60756e+06,-4.74709e+06,101
1,-4.60756e+06,-4.74714e+06,101
1,-4.60756e+06,-4.74719e+06,101
1,-4.60756e+06,-4.74724e+06,101
1,-4.60756e+06,-4.74729e+06,101
1,-4.60756e+06,-4.74734e+06,101
1,-4.60756e+06,-4.74739e+06,101
1,-4.60756e+06,-4.74744e+06,101
1,-4.60756e+06,-4.74749e+06,101
1,-4.60755e+06,-4.74754e+06,101
1,-4.60755e+06,-4.74759e+06,101
1,-4.60755e+06,-4.74764e+06,101
1,-4.60755e+06,-4.74769e+06,101
1,-4.60755e+06,-4.74774e+06,101
1,-4.60755e+06,-4.74779e+06,101
1,-4.60755e+06,-4.74784e+06,101
1,-4.60755e+06,-4.74789e+06,101
1,-4.60755e+06,-4.74794e+06,101
1,-4.60755e+06,-4.74799e+06,101
1,-4.60755e+06,-4.74804e+06,101
1,-4.60755e+06,-4.74809e+06,101
1,-4.60755e+06,-4.74814e+06,101
1,-4.60755e+06,-4.74819e+06,101
1,-4.60755e+06,-4.74824e+06,101
1,-4.60755e+06,-4.74829e+06,101
1,-4.60755e+06,-4.74834e+06,101
1,-4.60755e+06,-4.74839e+06,101
1,-4.60755e+06,-4.74844e+06,101
1,-4.60755e+06,-4.74849e+06,101
1,-4.60755e+06,-4.74854e+06,101
1,-4.60755e+06,-4.74859e+06,101
1,-4.60755e+06,-4.74864e+06,101
1,-4.60755e+06,-4.74869e+06,101
1,-4.60755e+06,-4.74874e+06,101
1,-4.60755e+06,-4.74879e+06,101
1,-4.60755e+06,-4.74884e+06,101
1,-4.60755e+06,-4.74889e+06,101
1,-4.60755e+06,-4.74894e+06,101
1,-4.60755e+06,-4.74899e+06,101
1,-4.60755e+06,-4.74904e+06,101
1,-4.60755e+06,-4.74909e+06,101
1,-4.60755e+06,-4.74914e+06,101
1,-4.60755e+06,-4.74919e+06,101
1,-4.60755e+06,-4.74924e+06,101
1,-4.60755e+06,-4.74929e+06,101
1,-4.60755e+06,-4.74934e+06,101
1,-4.60755e+06,-4.74939e+06,101
1,-4.60755e+06,-4.74944e+06,101
1,-4.60755e+06,-4.74949e+06,101
1,-4.60755e+06,-4.74954e+06,101
1,-4.60755e+06,-4.74959e+06,101
1,-4.60755e+06,-4.74964e+06,101
1,-4.60755e+06,-4.74969e+06,101
1,-4.60755e+06,-4.74974e+06,101
1,-4.60755e+06,-4.74979e+06,101
1,-4.60755e+06,-4.74984e+06,101
1,-4.60755e+06,-4.74989e+06,101
1,-4.60755e+06,-4.74994e+06,101
1,-4.60755e+06,-4.74999e+06,101
1,-4.60755e+06,-4.75004e+06,101
1,-4.60755e+06,-4.75009e+06,101
1,-4.60754e+06,-4.75014e+06,101
1,-4.60754e+06,-4.75019e+06,101
1,-4.60754e+06,-4.75024e+06,101
1,-4.60754e+06,-4.75029e+06,101
1,-4.60754e+06,-4.75034e+06,101
1,-4.60754e+06,-4.75039e+06,101
1,-4.60754e+06,-4.75044e+06,101
1,-4.60754e+06,-4.75049e+06,101
1,-4.60754e+06,-4.75054e+06,101
1,-4.60754e+06,-4.75059e+06,101
1,-4.60754e+06,-4.75064e+06,101
1,-4.60754e+06,-4.75069e+06,101
1,-4.60754e+06,-4.75074e+06,101
1,-4.60754e+06,-4.75079e+06,101
1,-4.60754e+06,-4.75084e+06,101
1,-4.60754e+06,-4.75089e+06,101
1,-4.60754e+06,-4.75094e+06,101
1,-4.60754e+06,-4.75099e+06,101
1,-4.60754e+06,-4.75104e+06,101
1,-4.60754e+06,-4.75109e+06,101
1,-4.60754e+06,-4.75114e+06,114
1,-4.60754e+06,-4.75119e+06,114
1,-4.60754e+06,-4.75124e+06,114
1,-4.60754e+06,-4.75129e+06,114
1,-4.60754e+06,-4.75134e+06,114
1,-4.60754e+06,-4.75139e+06,114
1,-4.60754e+06,-4.75144e+06,114
1,-4.60754e+06,-4.75149e+06,114
1,-4.60754e+06,-4.75154e+06,114
1,-4.60754e+06,-4.75159e+06,114
1,-4.60754e+06,-4.75164e+06,114
1,-4.60754e+06,-4.75169e+06,114
1,-4.60754e+06,-4.75174e+06,114
1,-4.60754e+06,-4.75179e+06,114
1,-4.60754e+06,-4.75184e+06,114
1,-4.60754e+06,-4.75189e+06,114
1,-4.60754e+06,-4.75194e+06,114
1,-4.60754e+06,-4.75199e+06,114
1,-4.60754e+06,-4.75204e+06,114
1,-4.60754e+06,-4.75209e+06,114
1,-4.60754e+06,-4.75214e+06,114
1,-4.60754e+06,-4.75219e+06,114
1,-4.60754e+06,-4.75224e+06,114
1,-4.60754e+06,-4.75229e+06,114
1,-4.60754e+06,-4.75234e+06,114
1,-4.60754e+06,-4.75239e+06,114
1,-4.60754e+06,-4.75244e+06,114
1,-4.60754e+06,-4.75249e+06,114
1,-4.60754e+06,-4.75254e+06,114
1,-4.60754e+06,-4.75259e+06,114
1,-4.60754e+06,-4.75264e+06,114
1,-4.60754e+06,-4.75269e+06,114
1,-4.60753e+06,-4.75274e+06,114
1,-4.60753e+06,-4.75279e+06,114
1,-4.60753e+06,-4.75284e+06,114
1,-4.60753e+06,-4.75289e+06,114
1,-4.60753e+06,-4.75294e+06,114
1,-4.60753e+06,-4.75299e+06,114
1,-4.60753e+06,-4.75304e+06,114
1,-4.60753e+06,-4.75309e+06,114
1,-4.60753e+06,-4.75314e+06,114
1,-4.60753e+06,-4.75319e+06,114
1,-4.60753e+06,-4.75324e+06,114
1,-4.60753e+06,-4.75329e+06,114
1,-4.60753e+06,-4.75334e+06,114
1,-4.60753e+06,-4.75339e+06,114
1,-4.60753e+06,-4.75344e+06,114
1,-4.60753e+06,-4.75349e+06,114
1,-4.60753e+06,-4.75354e+06,114
1,-4.60753e+06,-4.75359e+06,114
1,-4.60753e+06,-4.75364e+06,114
1,-4.60753e+06,-4.75369e+06,114
1,-4.60753e+06,-4.75374e+06,114
1,-4.60753e+06,-4.75379e+06,114
1,-4.60753e+06,-4.75384e+06,114
1,-4.60753e+06,-4.75389e+06,114
1,-4.60753e+06,-4.75394e+06,114
1,-4.60753e+06,-4.75399e+06,114
1,-4.60753e+06,-4.75404e+06,114
1,-4.60753e+06,-4.75409e+06,114
1,-4.60753e+06,-4.75414e+06,114
1,-4.60753e+06,-4.75419e+06,114
1,-4.60753e+06,-4.75424e+06,114
1,-4.60753e+06,-4.75429e+06,114
1,-4.60753e+06,-4.75434e+06,114
1,-4.60753e+06,-4.75439e+06,114
1,-4.60753e+06,-4.75444e+06,114
1,-4.60753e+06,-4.75449e+06,114
1,-4.60753e+06,-4.75454e+06,114
1,-4.60753e+06,-4.75459e+06,114
1,-4.60753e+06,-4.75464e+06,114
1,-4.60753e+06,-4.75469e+06,114
1,-4.60753e+06,-4.75474e+06,114
1,-4.60753e+06,-4.75479e+06,114
1,-4.60753e+06,-4.75484e+06,114
1,-4.60753e+06,-4.75489e+06,114
1,-4.60753e+06,-4.75494e+06,114
1,-4.60753e+06,-4.75499e+06,114
1,-4.60753e+06,-4.75504e+06,114
1,-4.60753e+06,-4.75509e+06,114
1,-4.60753e+06,-4.75514e+06,114
1,-4.60753e+06,-4.75519e+06,114
1,-4.60753e+06,-4.75524e+06,114
1,-4.60753e+06,-4.75529e+06,114
1,-4.60752e+06,-4.75534e+06,114
1,-4.60752e+06,-4.75539e+06,114
1,-4.60752e+06,-4.75544e+06,114
1,-4.60752e+06,-4.75549e+06,114
1,-4.60752e+06,-4.75554e+06,114
1,-4.60752e+06,-4.75559e+06,114
1,-4.60752e+06,-4.75564e+06,114
1,-4.60752e+06,-4.75569e+06,114
1,-4.60752e+06,-4.75574e+06,114
1,-4.60752e+06,-4.75579e+06,114
1,-4.60752e+06,-4.75584e+06,114
1,-4.60752e+06,-4.75589e+06,114
1,-4.60752e+06,-4.75594e+06,114
1,-4.60752e+06,-4.75599e+06,114
1,-4.60752e+06,-4.75604e+06,114
1,-4.60752e+06,-4.75609e+06,114
1,-4.60752e+06,-4.75614e+06,114
1,-4.60752e+06,-4.75619e+06,114
1,-4.60752e+06,-4.75624e+06,114
1,-4.60752e+06,-4.75629e+06,114
1,-4.60752e+06,-4.75634e+06,114
1,-4.60752e+06,-4.75639e+06,114
1,-4.60752e+06,-4.75644e+06,114
1,-4.60752e+06,-4.75649e+06,114
1,-4.60752e+06,-4.75654e+06,114
1,-4.60752e+06,-4.75659e+06,114
1,-4.60752e+06,-4.75664e+06,114
1,-4.60752e+06,-4.75669e+06,114
1,-4.60752e+06,-4.75674e+06,114
1,-4.60752e+06,-4.75679e+06,114
1,-4.60752e+06,-4.75684e+06,114
1,-4.60752e+06,-4.75689e+06,114
1,-4.60752e+06,-4.75694e+06,114
1,-4.60752e+06,-4.75699e+06,114
1,-4.60752e+06,-4.75704e+06,114
1,-4.60752e+06,-4.75709e+06,114
1,-4.60752e+06,-4.75714e+06,114
1,-4.60752e+06,-4.75719e+06,114
1,-4.60752e+06,-4.75724e+06,114
1,-4.60752e+06,-4.75729e+06,114
1,-4.60752e+06,-4.75734e+06,114
1,-4.60752e+06,-4.75739e+06,114
1,-4.60752e+06,-4.75744e+06,114
1,-4.60752e+06,-4.75749e+06,114
1,-4.60752e+06,-4.75754e+06,114
1,-4.60752e+06,-4.75759e+06,114
1,-4.60752e+06,-4.75764e+06,114
1,-4.60752e+06,-4.75769e+06,114
1,-4.60752e+06,-4.75774e+06,114
1,-4.60752e+06,-4.75779e+06,114
1,-4.60752e+06,-4.75784e+06,114
1,-4.60752e+06,-4.75789e+06,114
1,-4.60751e+06,-4.75794e+06,114
1,-4.60751e+06,-4.75799e+06,114
1,-4.60751e+06,-4.75804e+06,114
1,-4.60751e+06,-4.75809e+06,114
1,-4.60751e+06,-4.75814e+06,114
1,-4.60751e+06,-4.75819e+06,114
1,-4.60751e+06,-4.75824e+06,114
1,-4.60751e+06,-4.75829e+06,114
1,-4.60751e+06,-4.75834e+06,114
1,-4.60751e+06,-4.75839e+06,114
1,-4.60751e+06,-4.75844e+06,114
1,-4.60751e+06,-4.75849e+06,114
1,-4.60751e+06,-4.75854e+06,114
1,-4.60751e+06,-4.75859e+06,114
1,-4.60751e+06,-4.75864e+06,114
1,-4.60751e+06,-4.75869e+06,114
1,-4.60751e+06,-4.75874e+06,114
1,-4.60751e+06,-4.75879e+06,114
1,-4.60751e+06,-4.75884e+06,114
1,-4.60751e+06,-4.75889e+06,114
1,-4.60751e+06,-4.75894e+06,114
1,-4.60751e+06,-4.75899e+06,114
1,-4.60751e+06,-4.75904e+06,114
1,-4.60751e+06,-4.75909e+06,114
1,-4.60751e+06,-4.75914e+06,114
1,-4.60751e+06,-4.75919e+06,114
1,-4.60751e+06,-4.75924e+06,114
1,-4.60751e+06,-4.75929e+06,114
1,-4.60751e+06,-4.75934e+06,114
1,-4.60751e+06,-4.75939e+06,114
1,-4.60751e+06,-4.75944e+06,114
1,-4.60751e+06,-4.75949e+06,114
1,-4.60751e+06,-4.75954e+06,114
1,-4.60751e+06,-4.75959e+06,114
1,-4.60751e+06,-4.75964e+06,114
1,-4.60751e+06,-4.75969e+06,114
1,-4.60751e+06,-4.75974e+06,114
1,-4.60751e+06,-4.75979e+06,114
1,-4.60751e+06,-4.75984e+06,114
1,-4.60751e+06,-4.75989e+06,114
1,-4.60751e+06,-4.75994e+06,114
1,-4.60751e+06,-4.75999e+06,114
1,-4.60751e+06,-4.76004e+06,114
2,-4.60777e+06,-4.75668e+06,102
2,-4.60777e+06,-4.75663e+06,102
2,-4.60777e+06,-4.75658e+06,102
2,-4.60777e+06,-4.75653e+06,102
2,-4.60778e+06,-4.75648e+06,102
2,-4.60778e+06,-4.75643e+06,102
2,-4.60778e+06,-4.75638e+06,102
2,-4.60778e+06,-4.75633e+06,102
2,-4.60778e+06,-4.75628e+06,102
2,-4.60778e+06,-4.75623e+06,102
2,-4.60779e+06,-4.75618e+06,102
2,-4.60779e+06,-4.75613e+06,102
2,-4.60779e+06,-4.75608e+06,102
2,-4.60779e+06,-4.75603e+06,102
2,-4.60779e+06,-4.75598e+06,102
2,-4.6078e+06,-4.75593e+06,102
2,-4.6078e+06,-4.75588e+06,102
2,-4.6078e+06,-4.75583e+06,102
2,-4.6078e+06,-4.75578e+06,102
2,-4.6078e+06,-4.75573e+06,102
2,-4.60781e+06,-4.75568e+06,102
2,-4.60781e+06,-4.75563e+06,102
2,-4.60781e+06,-4.75558e+06,102
2,-4.60781e+06,-4.75553e+06,102
2,-4.60781e+06,-4.75548e+06,102
2,-4.60782e+06,-4.75543e+06,102
2,-4.60782e+06,-4.75538e+06,102
2,-4.60782e+06,-4.75533e+06,102
2,-4.60782e+06,-4.75528e+06,102
2,-4.60782e+06,-4.75523e+06,102
2,-4.60783e+06,-4.75518e+06,102
2,-4.60783e+06,-4.75513e+06,102
2,-4.60783e+06,-4.75508e+06,102
2,-4.60783e+06,-4.75503e+06,102
2,-4.60783e+06,-4.75498e+06,102
2,-4.60784e+06,-4.75493e+06,102
2,-4.60784e+06,-4.75488e+06,102
2,-4.60784e+06,-4.75483e+06,102
2,-4.60784e+06,-4.75478e+06,102
2,-4.60784e+06,-4.75473e+06,102
2,-4.60785e+06,-4.75468e+06,102
2,-4.60785e+06,-4.75463e+06,102
2,-4.60785e+06,-4.75458e+06,102
2,-4.60785e+06,-4.75453e+06,102
2,-4.60785e+06,-4.75448e+06,102
2,-4.60785e+06,-4.75443e+06,102
2,-4.60786e+06,-4.75438e+06,102
2,-4.60786e+06,-4.75433e+06,102
2,-4.60786e+06,-4.75428e+06,102
2,-4.60786e+06,-4.75423e+06,102
2,-4.60786e+06,-4.75418e+06,102
2,-4.60787e+06,-4.75413e+06,102
2,-4.60787e+06,-4.75408e+06,102
2,-4.60787e+06,-4.75403e+06,102
2,-4.60787e+06,-4.75398e+06,102
2,-4.60787e+06,-4.75393e+06,102
2,-4.60788e+06,-4.75388e+06,102
2,-4.60788e+06,-4.75383e+06,102
2,-4.60788e+06,-4.75378e+06,102
2,-4.60788e+06,-4.75373e+06,102
2,-4.60788e+06,-4.75368e+06,102
2,-4.60789e+06,-4.75363e+06,102
2,-4.60789e+06,-4.75358e+06,102
2,-4.60789e+06,-4.75353e+06,102
2,-4.60789e+06,-4.75348e+06,102
2,-4.60789e+06,-4.75343e+06,102
2,-4.6079e+06,-4.75338e+06,102
2,-4.6079e+06,-4.75333e+06,102
2,-4.6079e+06,-4.75328e+06,102
2,-4.6079e+06,-4.75323e+06,102
2,-4.6079e+06,-4.75318e+06,102
2,-4.60791e+06,-4.75313e+06,102
2,-4.60791e+06,-4.75308e+06,102
2,-4.60791e+06,-4.75303e+06,102
2,-4.60791e+06,-4.75298e+06,102
2,-4.60791e+06,-4.75293e+06,102
2,-4.60791e+06,-4.75288e+06,102
2,-4.60792e+06,-4.75283e+06,102
2,-4.60792e+06,-4.75278e+06,102
2,-4.60792e+06,-4.75273e+06,102
2,-4.60792e+06,-4.75268e+06,102
2,-4.60792e+06,-4.75263e+06,102
2,-4.60793e+06,-4.75258e+06,102
2,-4.60793e+06,-4.75253e+06,102
2,-4.60793e+06,-4.75248e+06,102
2,-4.60793e+06,-4.75243e+06,102
2,-4.60793e+06,-4.75238e+06,102
2,-4.60794e+06,-4.75233e+06,102
2,-4.60794e+06,-4.75228e+06,102
2,-4.60794e+06,-4.75223e+06,102
2,-4.60794e+06,-4.75218e+06,102
2,-4.60794e+06,-4.75213e+06,102
2,-4.60795e+06,-4.75208e+06,102
2,-4.60795e+06,-4.75203e+06,102
2,-4.60795e+06,-4.75198e+06,102
2,-4.60795e+06,-4.75193e+06,102
2,-4.60795e+06,-4.75188e+06,102
2,-4.60796e+06,-4.75183e+06,102
2,-4.60796e+06,-4.75178e+06,102
2,-4.60796e+06,-4.75173e+06,102
2,-4.60796e+06,-4.75168e+06,102
2,-4.60796e+06,-4.75163e+06,102
2,-4.60797e+06,-4.75158e+06,102
2,-4.60797e+06,-4.75153e+06,102
2,-4.60797e+06,-4.75148e+06,102
2,-4.60797e+06,-4.75143e+06,102
2,-4.60797e+06,-4.75138e+06,102
2,-4.60798e+06,-4.75133e+06,102
2,-4.60798e+06,-4.75128e+06,102
2,-4.60798e+06,-4.75123e+06,102
2,-4.60798e+06,-4.75118e+06,102
2,-4.60798e+06,-4.75113e+06,102
2,-4.60798e+06,-4.75108e+06,102
2,-4.60799e+06,-4.75103e+06,102
2,-4.60799e+06,-4.75098e+06,102
2,-4.60799e+06,-4.75093e+06,102
2,-4.60799e+06,-4.75088e+06,102
2,-4.60799e+06,-4.75083e+06,102
2,-4.608e+06,-4.75078e+06,102
2,-4.608e+06,-4.75073e+06,102
2,-4.608e+06,-4.75068e+06,102
2,-4.608e+06,-4.75063e+06,102
2,-4.608e+06,-4.75058e+06,102
2,-4.60801e+06,-4.75053e+06,102
2,-4.60801e+06,-4.75048e+06,102
2,-4.60801e+06,-4.75043e+06,102
2,-4.60801e+06,-4.75038e+06,102
2,-4.60801e+06,-4.75033e+06,102
2,-4.60802e+06,-4.75028e+06,102
2,-4.60802e+06,-4.75023e+06,102
2,-4.60802e+06,-4.75018e+06,102
2,-4.60802e+06,-4.75013e+06,102
2,-4.60802e+06,-4.75008e+06,102
2,-4.60803e+06,-4.75003e+06,102
2,-4.60803e+06,-4.74998e+06,102
2,-4.60803e+06,-4.74993e+06,102
2,-4.60803e+06,-4.74988e+06,102
2,-4.60803e+06,-4.74983e+06,102
2,-4.60803e+06,-4.74978e+06,102
2,-4.60804e+06,-4.74973e+06,102
2,-4.60804e+06,-4.74968e+06,102
2,-4.60804e+06,-4.74963e+06,102
2,-4.60804e+06,-4.74958e+06,102
2,-4.60804e+06,-4.74953e+06,102
2,-4.60805e+06,-4.74948e+06,102
2,-4.60805e+06,-4.74943e+06,102
2,-4.60805e+06,-4.74938e+06,102
2,-4.60805e+06,-4.74933e+06,102
2,-4.60805e+06,-4.74928e+06,102
2,-4.60806e+06,-4.74923e+06,102
2,-4.60806e+06,-4.74918e+06,102
2,-4.60806e+06,-4.74913e+06,102
2,-4.60806e+06,-4.74908e+06,102
2,-4.60806e+06,-4.74903e+06,102
2,-4.60807e+06,-4.74898e+06,102
2,-4.60807e+06,-4.74893e+06,102
2,-4.60807e+06,-4.74888e+06,102
2,-4.60807e+06,-4.74883e+06,102
2,-4.60807e+06,-4.74878e+06,102
2,-4.60808e+06,-4.74873e+06,102
2,-4.60808e+06,-4.74868e+06,102
2,-4.60808e+06,-4.74863e+06,102
2,-4.60808e+06,-4.74858e+06,102
2,-4.60808e+06,-4.74853e+06,102
2,-4.60809e+06,-4.74848e+06,102
