Line,XCo_m,YCo_m
9280,814037.787,2011156.171
9280,814037.89,2011150.99
9280,814037.968,2011145.832
9280,814038.046,2011140.674
9280,814038.124,2011135.516
9280,814038.202,2011130.358
9280,814038.28,2011125.2
9280,814038.358,2011120.042
9280,814038.436,2011114.884
9280,814038.514,2011109.726
9280,814038.592,2011104.568
9280,814038.67,2011099.41
9280,814038.725,2011094.275
9280,814038.78,2011089.14
9280,814038.835,2011084.005
9280,814038.89,2011078.87
9280,814038.945,2011073.735
9280,814039,2011068.6
9280,814039.055,2011063.465
9280,814039.11,2011058.33
9280,814039.165,2011053.195
9280,814039.22,2011048.06
9280,814039.257,2011042.941
9280,814039.294,2011037.822
9280,814039.331,2011032.703
9280,814039.368,2011027.584
9280,814039.405,2011022.465
9280,814039.442,2011017.346
9280,814039.479,2011012.227
9280,814039.516,2011007.108
9280,814039.553,2011001.989
9280,814039.59,2010996.87
9280,814039.617,2010991.747
9280,814039.644,2010986.624
9280,814039.671,2010981.501
9280,814039.698,2010976.378
9280,814039.725,2010971.255
9280,814039.752,2010966.132
9280,814039.779,2010961.009
9280,814039.806,2010955.886
9280,814039.833,2010950.763
9280,814039.86,2010945.64
9280,814039.872,2010940.502
9280,814039.884,2010935.364
9280,814039.896,2010930.226
9280,814039.908,2010925.088
9280,814039.92,2010919.95
9280,814039.932,2010914.812
9280,814039.944,2010909.674
9280,814039.956,2010904.536
9280,814039.968,2010899.398
9280,814039.98,2010894.26
9280,814039.982,2010889.105
9280,814039.984,2010883.95
9280,814039.986,2010878.795
9280,814039.988,2010873.64
9280,814039.99,2010868.485
9280,814039.992,2010863.33
9280,814039.994,2010858.175
9280,814039.996,2010853.02
9280,814039.998,2010847.865
9280,814040,2010842.71
9280,814040.002,2010837.538
9280,814040.004,2010832.366
9280,814040.006,2010827.194
9280,814040.008,2010822.022
9280,814040.01,2010816.85
9280,814040.012,2010811.678
9280,814040.014,2010806.506
9280,814040.016,2010801.334
9280,814040.018,2010796.162
9280,814040.02,2010790.99
9280,814040.018,2010785.798
9280,814040.016,2010780.606
9280,814040.014,2010775.414
9280,814040.012,2010770.222
9280,814040.01,2010765.03
9280,814040.008,2010759.838
9280,814040.006,2010754.646
9280,814040.004,2010749.454
9280,814040.002,2010744.262
9280,814040,2010739.07
9280,814039.986,2010733.853
9280,814039.972,2010728.636
9280,814039.958,2010723.419
9280,814039.944,2010718.202
9280,814039.93,2010712.985
9280,814039.916,2010707.768
9280,814039.902,2010702.551
9280,814039.888,2010697.334
9280,814039.874,2010692.117
9280,814039.86,2010686.9
9280,814039.843,2010681.655
9280,814039.826,2010676.41
9280,814039.809,2010671.165
9280,814039.792,2010665.92
9280,814039.775,2010660.675
9280,814039.758,2010655.43
9280,814039.741,2010650.185
9280,814039.724,2010644.94
9280,814039.707,2010639.695
9280,814039.69,2010634.45
9280,814039.676,2010629.175
9280,814039.662,2010623.9
9280,814039.648,2010618.625
9280,814039.634,2010613.35
9280,814039.62,2010608.075
9280,814039.606,2010602.8
9280,814039.592,2010597.525
9280,814039.578,2010592.25
9280,814039.564,2010586.975
9280,814039.55,2010581.7
9280,814039.536,2010576.398
9280,814039.522,2010571.096
9280,814039.508,2010565.794
9280,814039.494,2010560.492
9280,814039.48,2010555.19
9280,814039.466,2010549.888
9280,814039.452,2010544.586
9280,814039.438,2010539.284
9280,814039.424,2010533.982
9280,814039.41,2010528.68
9280,814039.394,2010523.352
9280,814039.378,2010518.024
9280,814039.362,2010512.696
9280,814039.346,2010507.368
9280,814039.33,2010502.04
9280,814039.314,2010496.712
9280,814039.298,2010491.384
9280,814039.282,2010486.056
9280,814039.266,2010480.728
9280,814039.25,2010475.4
9280,814039.23,2010470.051
9280,814039.21,2010464.702
9280,814039.19,2010459.353
9280,814039.17,2010454.004
9280,814039.15,2010448.655
9280,814039.13,2010443.306
9280,814039.11,2010437.957
9280,814039.09,2010432.608
9280,814039.07,2010427.259
9280,814039.05,2010421.91
9280,814039.017,2010416.54
9280,814038.984,2010411.17
9280,814038.951,2010405.8
9280,814038.918,2010400.43
9280,814038.885,2010395.06
9280,814038.852,2010389.69
9280,814038.819,2010384.32
9280,814038.786,2010378.95
9280,814038.753,2010373.58
9280,814038.72,2010368.21
9280,814038.688,2010362.822
9280,814038.656,2010357.434
9280,814038.624,2010352.046
9280,814038.592,2010346.658
9280,814038.56,2010341.27
9280,814038.528,2010335.882
9280,814038.496,2010330.494
9280,814038.464,2010325.106
9280,814038.432,2010319.718
9280,814038.4,2010314.33
9280,814038.389,2010308.935
9280,814038.378,2010303.54
9280,814038.367,2010298.145
9280,814038.356,2010292.75
9280,814038.345,2010287.355
9280,814038.334,2010281.96
9280,814038.323,2010276.565
9280,814038.312,2010271.17
9280,814038.301,2010265.775
9280,814038.29,2010260.38
9280,814038.296,2010254.991
9280,814038.302,2010249.602
9280,814038.308,2010244.213
9280,814038.314,2010238.824
9280,814038.32,2010233.435
9280,814038.326,2010228.046
9280,814038.332,2010222.657
9280,814038.338,2010217.268
9280,814038.344,2010211.879
9280,814038.35,2010206.49
9280,814038.361,2010201.114
9280,814038.372,2010195.738
9280,814038.383,2010190.362
9280,814038.394,2010184.986
9280,814038.405,2010179.61
9280,814038.416,2010174.234
9280,814038.427,2010168.858
9280,814038.438,2010163.482
9280,814038.449,2010158.106
9280,814038.46,2010152.73
9280,814038.468,2010147.356
9280,814038.476,2010141.982
9280,814038.484,2010136.608
9280,814038.492,2010131.234
9280,814038.5,2010125.86
9280,814038.508,2010120.486
9280,814038.516,2010115.112
9280,814038.524,2010109.738
9280,814038.532,2010104.364
9280,814038.54,2010098.99
9280,814038.544,2010093.612
9280,814038.548,2010088.234
9280,814038.552,2010082.856
9280,814038.556,2010077.478
9280,814038.56,2010072.1
9280,814038.564,2010066.722
9280,814038.568,2010061.344
9280,814038.572,2010055.966
9280,814038.576,2010050.588
9280,814038.58,2010045.21
9280,814038.583,2010039.827
9280,814038.586,2010034.444
9280,814038.589,2010029.061
9280,814038.592,2010023.678
9280,814038.595,2010018.295
9280,814038.598,2010012.912
9280,814038.601,2010007.529
9280,814038.604,2010002.146
9280,814038.607,2009996.763
9280,814038.61,2009991.38
9280,814038.595,2009985.989
9280,814038.58,2009980.598
9280,814038.565,2009975.207
9280,814038.55,2009969.816
9280,814038.535,2009964.425
9280,814038.52,2009959.034
9280,814038.505,2009953.643
9280,814038.49,2009948.252
9280,814038.475,2009942.861
9280,814038.46,2009937.47
9280,814038.434,2009932.069
9280,814038.408,2009926.668
9280,814038.382,2009921.267
9280,814038.356,2009915.866
9280,814038.33,2009910.465
9280,814038.304,2009905.064
9280,814038.278,2009899.663
9280,814038.252,2009894.262
9280,814038.226,2009888.861
9280,814038.2,2009883.46
9280,814038.17,2009878.044
9280,814038.14,2009872.628
9280,814038.11,2009867.212
9280,814038.08,2009861.796
9280,814038.05,2009856.38
9280,814038.02,2009850.964
9280,814037.99,2009845.548
9280,814037.96,2009840.132
9280,814037.93,2009834.716
9280,814037.9,2009829.3
9280,814037.871,2009823.864
9280,814037.842,2009818.428
9280,814037.813,2009812.992
9280,814037.784,2009807.556
9280,814037.755,2009802.12
9280,814037.726,2009796.684
9280,814037.697,2009791.248
9280,814037.668,2009785.812
9280,814037.639,2009780.376
9280,814037.61,2009774.94
9280,814037.572,2009769.472
9280,814037.534,2009764.004
9280,814037.496,2009758.536
9280,814037.458,2009753.068
9280,814037.42,2009747.6
9280,814037.382,2009742.132
9280,814037.344,2009736.664
9280,814037.306,2009731.196
9280,814037.268,2009725.728
9280,814037.23,2009720.26
9280,814037.19,2009714.765
9280,814037.15,2009709.27
9280,814037.11,2009703.775
9280,814037.07,2009698.28
9280,814037.03,2009692.785
9280,814036.99,2009687.29
9280,814036.95,2009681.795
9280,814036.91,2009676.3
9280,814036.87,2009670.805
9280,814036.83,2009665.31
9280,814036.801,2009659.797
9280,814036.772,2009654.284
9280,814036.743,2009648.771
9280,814036.714,2009643.258
9280,814036.685,2009637.745
9280,814036.656,2009632.232
9280,814036.627,2009626.719
9280,814036.598,2009621.206
9280,814036.569,2009615.693
9280,814036.54,2009610.18
9280,814036.512,2009604.654
9280,814036.484,2009599.128
9280,814036.456,2009593.602
9280,814036.428,2009588.076
9280,814036.4,2009582.55
9280,814036.372,2009577.024
9280,814036.344,2009571.498
9280,814036.316,2009565.972
9280,814036.288,2009560.446
9280,814036.26,2009554.92
9280,814036.232,2009549.381
9280,814036.204,2009543.842
9280,814036.176,2009538.303
9280,814036.148,2009532.764
9280,814036.12,2009527.225
9280,814036.092,2009521.686
9280,814036.064,2009516.147
9280,814036.036,2009510.608
9280,814036.008,2009505.069
9280,814035.98,2009499.53
9280,814035.958,2009493.976
9280,814035.936,2009488.422
9280,814035.914,2009482.868
9280,814035.892,2009477.314
9280,814035.87,2009471.76
9280,814035.848,2009466.206
9280,814035.826,2009460.652
9280,814035.804,2009455.098
9280,814035.782,2009449.544
9280,814035.76,2009443.99
9280,814035.752,2009438.419
9280,814035.744,2009432.848
9280,814035.736,2009427.277
9280,814035.728,2009421.706
9280,814035.72,2009416.135
9280,814035.712,2009410.564
9280,814035.704,2009404.993
9280,814035.696,2009399.422
9280,814035.688,2009393.851
9280,814035.68,2009388.28
9280,814035.679,2009382.695
9280,814035.678,2009377.11
9280,814035.677,2009371.525
9280,814035.676,2009365.94
9280,814035.675,2009360.355
9280,814035.674,2009354.77
9280,814035.673,2009349.185
9280,814035.672,2009343.6
9280,814035.671,2009338.015
9280,814035.67,2009332.43
9280,814035.665,2009326.835
9280,814035.66,2009321.24
9280,814035.655,2009315.645
9280,814035.65,2009310.05
9280,814035.645,2009304.455
9280,814035.64,2009298.86
9280,814035.635,2009293.265
9280,814035.63,2009287.67
9280,814035.625,2009282.075
9280,814035.62,2009276.48
9280,814035.615,2009270.88
9280,814035.61,2009265.28
9280,814035.605,2009259.68
9280,814035.6,2009254.08
9280,814035.595,2009248.48
9280,814035.59,2009242.88
9280,814035.585,2009237.28
9280,814035.58,2009231.68
9280,814035.575,2009226.08
9280,814035.57,2009220.48
9280,814035.574,2009214.877
9280,814035.578,2009209.274
9280,814035.582,2009203.671
9280,814035.586,2009198.068
9280,814035.59,2009192.465
9280,814035.594,2009186.862
9280,814035.598,2009181.259
9280,814035.602,2009175.656
9280,814035.606,2009170.053
9280,814035.61,2009164.45
9280,814035.611,2009158.842
9280,814035.612,2009153.234
9280,814035.613,2009147.626
9280,814035.614,2009142.018
9280,814035.615,2009136.41
9280,814035.616,2009130.802
9280,814035.617,2009125.194
9280,814035.618,2009119.586
9280,814035.619,2009113.978
9280,814035.62,2009108.37
9280,814035.617,2009102.757
9280,814035.614,2009097.144
9280,814035.611,2009091.531
9280,814035.608,2009085.918
9280,814035.605,2009080.305
9280,814035.602,2009074.692
9280,814035.599,2009069.079
9280,814035.596,2009063.466
9280,814035.593,2009057.853
9280,814035.59,2009052.24
9280,814035.59,2009046.63
9280,814035.59,2009041.02
9280,814035.59,2009035.41
9280,814035.59,2009029.8
9280,814035.59,2009024.19
9280,814035.59,2009018.58
9280,814035.59,2009012.97
9280,814035.59,2009007.36
9280,814035.59,2009001.75
9280,814035.59,2008996.14
9280,814035.601,2008990.539
9280,814035.612,2008984.938
9280,814035.623,2008979.337
9280,814035.634,2008973.736
9280,814035.645,2008968.135
9280,814035.656,2008962.534
9280,814035.667,2008956.933
9280,814035.678,2008951.332
9280,814035.689,2008945.731
9280,814035.7,2008940.13
9280,814035.719,2008934.534
9280,814035.738,2008928.938
9280,814035.757,2008923.342
9280,814035.776,2008917.746
9280,814035.795,2008912.15
9280,814035.814,2008906.554
9280,814035.833,2008900.958
9280,814035.852,2008895.362
9280,814035.871,2008889.766
9280,814035.89,2008884.17
9280,814035.917,2008878.575
9280,814035.944,2008872.98
9280,814035.971,2008867.385
9280,814035.998,2008861.79
9280,814036.025,2008856.195
9280,814036.052,2008850.6
9280,814036.079,2008845.005
9280,814036.106,2008839.41
9280,814036.133,2008833.815
9280,814036.16,2008828.22
9280,814036.209,2008822.623
9280,814036.258,2008817.026
9280,814036.307,2008811.429
9280,814036.356,2008805.832
9280,814036.405,2008800.235
9280,814036.454,2008794.638
9280,814036.503,2008789.041
9280,814036.552,2008783.444
9280,814036.601,2008777.847
9280,814036.65,2008772.25
9280,814036.702,2008766.645
9280,814036.754,2008761.04
9280,814036.806,2008755.435
9280,814036.858,2008749.83
9280,814036.91,2008744.225
9280,814036.962,2008738.62
9280,814037.014,2008733.015
9280,814037.066,2008727.41
9280,814037.118,2008721.805
9280,814037.17,2008716.2
9280,814037.218,2008710.579
9280,814037.266,2008704.958
9280,814037.314,2008699.337
9280,814037.362,2008693.716
9280,814037.41,2008688.095
9280,814037.458,2008682.474
9280,814037.506,2008676.853
9280,814037.554,2008671.232
9280,814037.602,2008665.611
9280,814037.65,2008659.99
9280,814037.687,2008654.344
9280,814037.724,2008648.698
9280,814037.761,2008643.052
9280,814037.798,2008637.406
9280,814037.835,2008631.76
9280,814037.872,2008626.114
9280,814037.909,2008620.468
9280,814037.946,2008614.822
9280,814037.983,2008609.176
9280,814038.02,2008603.53
9280,814038.053,2008597.865
9280,814038.086,2008592.2
9280,814038.119,2008586.535
9280,814038.152,2008580.87
9280,814038.185,2008575.205
9280,814038.218,2008569.54
9280,814038.251,2008563.875
9280,814038.284,2008558.21
9280,814038.317,2008552.545
9280,814038.35,2008546.88
9280,814038.375,2008541.206
9280,814038.4,2008535.532
9280,814038.425,2008529.858
9280,814038.45,2008524.184
9280,814038.475,2008518.51
9280,814038.5,2008512.836
9280,814038.525,2008507.162
9280,814038.55,2008501.488
9280,814038.575,2008495.814
9280,814038.6,2008490.14
9280,814038.611,2008484.462
9280,814038.622,2008478.784
9280,814038.633,2008473.106
9280,814038.644,2008467.428
9280,814038.655,2008461.75
9280,814038.666,2008456.072
9280,814038.677,2008450.394
9280,814038.688,2008444.716
9280,814038.699,2008439.038
9280,814038.71,2008433.36
9280,814038.709,2008427.675
9280,814038.708,2008421.99
9280,814038.707,2008416.305
9280,814038.706,2008410.62
9280,814038.705,2008404.935
9280,814038.704,2008399.25
9280,814038.703,2008393.565
9280,814038.702,2008387.88
9280,814038.701,2008382.195
9280,814038.7,2008376.51
9280,814038.699,2008370.818
9280,814038.698,2008365.126
9280,814038.697,2008359.434
9280,814038.696,2008353.742
9280,814038.695,2008348.05
9280,814038.694,2008342.358
9280,814038.693,2008336.666
9280,814038.692,2008330.974
9280,814038.691,2008325.282
9280,814038.69,2008319.59
9280,814038.685,2008313.883
9280,814038.68,2008308.176
9280,814038.675,2008302.469
9280,814038.67,2008296.762
9280,814038.665,2008291.055
9280,814038.66,2008285.348
9280,814038.655,2008279.641
9280,814038.65,2008273.934
9280,814038.645,2008268.227
9280,814038.64,2008262.52
9280,814038.625,2008256.795
9280,814038.61,2008251.07
9280,814038.595,2008245.345
9280,814038.58,2008239.62
9280,814038.565,2008233.895
9280,814038.55,2008228.17
9280,814038.535,2008222.445
9280,814038.52,2008216.72
9280,814038.505,2008210.995
9280,814038.49,2008205.27
9280,814038.467,2008199.522
9280,814038.444,2008193.774
9280,814038.421,2008188.026
9280,814038.398,2008182.278
9280,814038.375,2008176.53
9280,814038.352,2008170.782
9280,814038.329,2008165.034
9280,814038.306,2008159.286
9280,814038.283,2008153.538
9280,814038.26,2008147.79
9280,814038.227,2008142.031
9280,814038.194,2008136.272
9280,814038.161,2008130.513
9280,814038.128,2008124.754
9280,814038.095,2008118.995
9280,814038.062,2008113.236
9280,814038.029,2008107.477
9280,814037.996,2008101.718
9280,814037.963,2008095.959
9280,814037.93,2008090.2
9280,814037.906,2008084.432
9280,814037.882,2008078.664
9280,814037.858,2008072.896
9280,814037.834,2008067.128
9280,814037.81,2008061.36
9280,814037.786,2008055.592
9280,814037.762,2008049.824
9280,814037.738,2008044.056
9280,814037.714,2008038.288
9280,814037.69,2008032.52
9280,814037.678,2008026.742
9280,814037.666,2008020.964
9280,814037.654,2008015.186
9280,814037.642,2008009.408
9280,814037.63,2008003.63
9280,814037.618,2007997.852
9280,814037.606,2007992.074
9280,814037.594,2007986.296
9280,814037.582,2007980.518
9280,814037.57,2007974.74
9280,814037.565,2007968.951
9280,814037.56,2007963.162
9280,814037.555,2007957.373
9280,814037.55,2007951.584
9280,814037.545,2007945.795
9280,814037.54,2007940.006
9280,814037.535,2007934.217
9280,814037.53,2007928.428
9280,814037.525,2007922.639
9280,814037.52,2007916.85
9280,814037.504,2007911.046
9280,814037.488,2007905.242
9280,814037.472,2007899.438
9280,814037.456,2007893.634
9280,814037.44,2007887.83
9280,814037.424,2007882.026
9280,814037.408,2007876.222
9280,814037.392,2007870.418
9280,814037.376,2007864.614
9280,814037.36,2007858.81
9280,814037.328,2007852.993
9280,814037.296,2007847.176
9280,814037.264,2007841.359
9280,814037.232,2007835.542
9280,814037.2,2007829.725
9280,814037.168,2007823.908
9280,814037.136,2007818.091
9280,814037.104,2007812.274
9280,814037.072,2007806.457
9280,814037.04,2007800.64
9280,814036.996,2007794.809
9280,814036.952,2007788.978
9280,814036.908,2007783.147
9280,814036.864,2007777.316
9280,814036.82,2007771.485
9280,814036.776,2007765.654
9280,814036.732,2007759.823
9280,814036.688,2007753.992
9280,814036.644,2007748.161
9280,814036.6,2007742.33
9280,814036.548,2007736.483
9280,814036.496,2007730.636
9280,814036.444,2007724.789
9280,814036.392,2007718.942
9280,814036.34,2007713.095
9280,814036.288,2007707.248
9280,814036.236,2007701.401
9280,814036.184,2007695.554
9280,814036.132,2007689.707
9280,814036.08,2007683.86
9280,814036.015,2007677.994
9280,814035.95,2007672.128
9280,814035.885,2007666.262
9280,814035.82,2007660.396
9280,814035.755,2007654.53
9280,814035.69,2007648.664
9280,814035.625,2007642.798
9280,814035.56,2007636.932
9280,814035.495,2007631.066
9280,814035.43,2007625.2
9280,814035.345,2007619.309
9280,814035.26,2007613.418
9280,814035.175,2007607.527
9280,814035.09,2007601.636
9280,814035.005,2007595.745
9280,814034.92,2007589.854
9280,814034.835,2007583.963
9280,814034.75,2007578.072
9280,814034.665,2007572.181
9280,814034.58,2007566.29
9280,814034.477,2007560.371
9280,814034.374,2007554.452
9280,814034.271,2007548.533
9280,814034.168,2007542.614
9280,814034.065,2007536.695
9280,814033.962,2007530.776
9280,814033.859,2007524.857
9280,814033.756,2007518.938
9280,814033.653,2007513.019
9280,814033.55,2007507.1
9280,814033.43,2007501.152
9280,814033.31,2007495.204
9280,814033.19,2007489.256
9280,814033.07,2007483.308
9280,814032.95,2007477.36
9280,814032.83,2007471.412
9280,814032.71,2007465.464
9280,814032.59,2007459.516
9280,814032.47,2007453.568
9280,814032.35,2007447.62
9280,814032.221,2007441.648
9280,814032.092,2007435.676
9280,814031.963,2007429.704
9280,814031.834,2007423.732
9280,814031.705,2007417.76
9280,814031.576,2007411.788
9280,814031.447,2007405.816
9280,814031.318,2007399.844
9280,814031.189,2007393.872
9280,814031.06,2007387.9
9280,814030.932,2007381.904
9280,814030.804,2007375.908
9280,814030.676,2007369.912
9280,814030.548,2007363.916
9280,814030.42,2007357.92
9280,814030.292,2007351.924
9280,814030.164,2007345.928
9280,814030.036,2007339.932
9280,814029.908,2007333.936
9280,814029.78,2007327.94
9280,814029.662,2007321.927
9280,814029.544,2007315.914
9280,814029.426,2007309.901
9280,814029.308,2007303.888
9280,814029.19,2007297.875
9280,814029.072,2007291.862
9280,814028.954,2007285.849
9280,814028.836,2007279.836
9280,814028.718,2007273.823
9280,814028.6,2007267.81
9280,814028.498,2007261.78
9280,814028.396,2007255.75
9280,814028.294,2007249.72
9280,814028.192,2007243.69
9280,814028.09,2007237.66
9280,814027.988,2007231.63
9280,814027.886,2007225.6
9280,814027.784,2007219.57
9280,814027.682,2007213.54
9280,814027.58,2007207.51
9280,814027.511,2007201.462
9280,814027.442,2007195.414
9280,814027.373,2007189.366
9280,814027.304,2007183.318
9280,814027.235,2007177.27
9280,814027.166,2007171.222
9280,814027.097,2007165.174
9280,814027.028,2007159.126
9280,814026.959,2007153.078
9280,814026.89,2007147.03
9280,814026.852,2007140.967
9280,814026.814,2007134.904
9280,814026.776,2007128.841
9280,814026.738,2007122.778
9280,814026.7,2007116.715
9280,814026.662,2007110.652
9280,814026.624,2007104.589
9280,814026.586,2007098.526
9280,814026.548,2007092.463
9280,814026.51,2007086.4
9280,814026.5,2007080.33
9280,814026.49,2007074.26
9280,814026.48,2007068.19
9280,814026.47,2007062.12
9280,814026.46,2007056.05
9280,814026.45,2007049.98
9280,814026.44,2007043.91
9280,814026.43,2007037.84
9280,814026.42,2007031.77
9280,814026.41,2007025.7
9280,814026.42,2007019.642
9280,814026.43,2007013.584
9280,814026.44,2007007.526
9280,814026.45,2007001.468
9280,814026.46,2006995.41
9280,814026.47,2006989.352
9280,814026.48,2006983.294
9280,814026.49,2006977.236
9280,814026.5,2006971.178
9280,814026.51,2006965.12
9280,814026.521,2006959.087
9280,814026.532,2006953.054
9280,814026.543,2006947.021
9280,814026.554,2006940.988
9280,814026.565,2006934.955
9280,814026.576,2006928.922
9280,814026.587,2006922.889
9280,814026.598,2006916.856
9280,814026.609,2006910.823
9280,814026.62,2006904.79
9280,814026.615,2006898.79
9280,814026.61,2006892.79
9280,814026.605,2006886.79
9280,814026.6,2006880.79
9280,814026.595,2006874.79
9280,814026.59,2006868.79
9280,814026.585,2006862.79
9280,814026.58,2006856.79
9280,814026.575,2006850.79
9280,814026.57,2006844.79
9280,814026.53,2006838.828
9280,814026.49,2006832.866
9280,814026.45,2006826.904
9280,814026.41,2006820.942
9280,814026.37,2006814.98
9280,814026.33,2006809.018
9280,814026.29,2006803.056
9280,814026.25,2006797.094
9280,814026.21,2006791.132
9280,814026.17,2006785.17
9280,814026.101,2006779.247
9280,814026.032,2006773.324
9280,814025.963,2006767.401
9280,814025.894,2006761.478
9280,814025.825,2006755.555
9280,814025.756,2006749.632
9280,814025.687,2006743.709
9280,814025.618,2006737.786
9280,814025.549,2006731.863
9280,814025.48,2006725.94
9280,814025.386,2006720.056
9280,814025.292,2006714.172
9280,814025.198,2006708.288
9280,814025.104,2006702.404
9280,814025.01,2006696.52
9280,814024.916,2006690.636
9280,814024.822,2006684.752
9280,814024.728,2006678.868
9280,814024.634,2006672.984
9280,814024.54,2006667.1
9280,814024.417,2006661.255
9280,814024.294,2006655.41
9280,814024.171,2006649.565
9280,814024.048,2006643.72
9280,814023.925,2006637.875
9280,814023.802,2006632.03
9280,814023.679,2006626.185
9280,814023.556,2006620.34
9280,814023.433,2006614.495
9280,814023.31,2006608.65
9280,814023.161,2006602.837
9280,814023.012,2006597.024
9280,814022.863,2006591.211
9280,814022.714,2006585.398
9280,814022.565,2006579.585
9280,814022.416,2006573.772
9280,814022.267,2006567.959
9280,814022.118,2006562.146
9280,814021.969,2006556.333
9280,814021.82,2006550.52
9280,814021.663,2006544.728
9280,814021.506,2006538.936
9280,814021.349,2006533.144
9280,814021.192,2006527.352
9280,814021.035,2006521.56
9280,814020.878,2006515.768
9280,814020.721,2006509.976
9280,814020.564,2006504.184
9280,814020.407,2006498.392
9280,814020.25,2006492.6
9280,814020.094,2006486.817
9280,814019.938,2006481.034
9280,814019.782,2006475.251
9280,814019.626,2006469.468
9280,814019.47,2006463.685
9280,814019.314,2006457.902
9280,814019.158,2006452.119
9280,814019.002,2006446.336
9280,814018.846,2006440.553
9280,814018.69,2006434.77
9280,814018.536,2006428.994
9280,814018.382,2006423.218
9280,814018.228,2006417.442
9280,814018.074,2006411.666
9280,814017.92,2006405.89
9280,814017.766,2006400.114
9280,814017.612,2006394.338
9280,814017.458,2006388.562
9280,814017.304,2006382.786
9280,814017.15,2006377.01
9280,814016.989,2006371.24
9280,814016.828,2006365.47
9280,814016.667,2006359.7
9280,814016.506,2006353.93
9280,814016.345,2006348.16
9280,814016.184,2006342.39
9280,814016.023,2006336.62
9280,814015.862,2006330.85
9280,814015.701,2006325.08
9280,814015.54,2006319.31
9280,814015.371,2006313.542
9280,814015.202,2006307.774
9280,814015.033,2006302.006
9280,814014.864,2006296.238
9280,814014.695,2006290.47
9280,814014.526,2006284.702
9280,814014.357,2006278.934
9280,814014.188,2006273.166
9280,814014.019,2006267.398
9280,814013.85,2006261.63
9280,814013.686,2006255.851
9280,814013.522,2006250.072
9280,814013.358,2006244.293
9280,814013.194,2006238.514
9280,814013.03,2006232.735
9280,814012.866,2006226.956
9280,814012.702,2006221.177
9280,814012.538,2006215.398
9280,814012.374,2006209.619
9280,814012.21,2006203.84
9280,814012.045,2006198.044
9280,814011.88,2006192.248
9280,814011.715,2006186.452
9280,814011.55,2006180.656
9280,814011.385,2006174.86
9280,814011.22,2006169.064
9280,814011.055,2006163.268
9280,814010.89,2006157.472
9280,814010.725,2006151.676
9280,814010.56,2006145.88
9280,814010.407,2006140.06
9280,814010.254,2006134.24
9280,814010.101,2006128.42
9280,814009.948,2006122.6
9280,814009.795,2006116.78
9280,814009.642,2006110.96
9280,814009.489,2006105.14
9280,814009.336,2006099.32
9280,814009.183,2006093.5
9280,814009.03,2006087.68
9280,814008.892,2006081.83
9280,814008.754,2006075.98
9280,814008.616,2006070.13
9280,814008.478,2006064.28
9280,814008.34,2006058.43
9280,814008.202,2006052.58
9280,814008.064,2006046.73
9280,814007.926,2006040.88
9280,814007.788,2006035.03
9280,814007.65,2006029.18
9280,814007.543,2006023.299
9280,814007.436,2006017.418
9280,814007.329,2006011.537
9280,814007.222,2006005.656
9280,814007.115,2005999.775
9280,814007.008,2005993.894
9280,814006.901,2005988.013
9280,814006.794,2005982.132
9280,814006.687,2005976.251
9280,814006.58,2005970.37
9280,814006.512,2005964.457
9280,814006.444,2005958.544
9280,814006.376,2005952.631
9280,814006.308,2005946.718
9280,814006.24,2005940.805
9280,814006.172,2005934.892
9280,814006.104,2005928.979
9280,814006.036,2005923.066
9280,814005.968,2005917.153
9280,814005.9,2005911.24
9280,814005.886,2005905.298
9280,814005.872,2005899.356
9280,814005.858,2005893.414
9280,814005.844,2005887.472
9280,814005.83,2005881.53
9280,814005.816,2005875.588
9280,814005.802,2005869.646
9280,814005.788,2005863.704
9280,814005.774,2005857.762
9280,814005.76,2005851.82
9280,814005.797,2005845.854
9280,814005.834,2005839.888
9280,814005.871,2005833.922
9280,814005.908,2005827.956
9280,814005.945,2005821.99
9280,814005.982,2005816.024
9280,814006.019,2005810.058
9280,814006.056,2005804.092
9280,814006.093,2005798.126
9280,814006.13,2005792.16
9280,814006.204,2005786.177
9280,814006.278,2005780.194
9280,814006.352,2005774.211
9280,814006.426,2005768.228
9280,814006.5,2005762.245
9280,814006.574,2005756.262
9280,814006.648,2005750.279
9280,814006.722,2005744.296
9280,814006.796,2005738.313
9280,814006.87,2005732.33
9280,814006.991,2005726.341
9280,814007.112,2005720.352
9280,814007.233,2005714.363
9280,814007.354,2005708.374
9280,814007.475,2005702.385
9280,814007.596,2005696.396
9280,814007.717,2005690.407
9280,814007.838,2005684.418
9280,814007.959,2005678.429
9280,814008.08,2005672.44
9280,814008.242,2005666.455
9280,814008.404,2005660.47
9280,814008.566,2005654.485
9280,814008.728,2005648.5
9280,814008.89,2005642.515
9280,814009.052,2005636.53
9280,814009.214,2005630.545
9280,814009.376,2005624.56
9280,814009.538,2005618.575
9280,814009.7,2005612.59
9280,814009.902,2005606.618
9280,814010.104,2005600.646
9280,814010.306,2005594.674
9280,814010.508,2005588.702
9280,814010.71,2005582.73
9280,814010.912,2005576.758
9280,814011.114,2005570.786
9280,814011.316,2005564.814
9280,814011.518,2005558.842
9280,814011.72,2005552.87
9280,814011.966,2005546.915
9280,814012.212,2005540.96
9280,814012.458,2005535.005
9280,814012.704,2005529.05
9280,814012.95,2005523.095
9280,814013.196,2005517.14
9280,814013.442,2005511.185
