Line,XCo_m,YCo_m
9270,789043.24,1942099.19
9270,789043.106,1942105.47
9270,789042.972,1942111.75
9270,789042.838,1942118.03
9270,789042.704,1942124.31
9270,789042.57,1942130.59
9270,789042.436,1942136.87
9270,789042.302,1942143.15
9270,789042.168,1942149.43
9270,789042.034,1942155.71
9270,789041.9,1942161.99
9270,789041.75,1942168.268
9270,789041.6,1942174.546
9270,789041.45,1942180.824
9270,789041.3,1942187.102
9270,789041.15,1942193.38
9270,789041,1942199.658
9270,789040.85,1942205.936
9270,789040.7,1942212.214
9270,789040.55,1942218.492
9270,789040.4,1942224.77
9270,789040.259,1942231.045
9270,789040.118,1942237.32
9270,789039.977,1942243.595
9270,789039.836,1942249.87
9270,789039.695,1942256.145
9270,789039.554,1942262.42
9270,789039.413,1942268.695
9270,789039.272,1942274.97
9270,789039.131,1942281.245
9270,789038.99,1942287.52
9270,789038.855,1942293.795
9270,789038.72,1942300.07
9270,789038.585,1942306.345
9270,789038.45,1942312.62
9270,789038.315,1942318.895
9270,789038.18,1942325.17
9270,789038.045,1942331.445
9270,789037.91,1942337.72
9270,789037.775,1942343.995
9270,789037.64,1942350.27
9270,789037.522,1942356.542
9270,789037.404,1942362.814
9270,789037.286,1942369.086
9270,789037.168,1942375.358
9270,789037.05,1942381.63
9270,789036.932,1942387.902
9270,789036.814,1942394.174
9270,789036.696,1942400.446
9270,789036.578,1942406.718
9270,789036.46,1942412.99
9270,789036.363,1942419.262
9270,789036.266,1942425.534
9270,789036.169,1942431.806
9270,789036.072,1942438.078
9270,789035.975,1942444.35
9270,789035.878,1942450.622
9270,789035.781,1942456.894
9270,789035.684,1942463.166
9270,789035.587,1942469.438
9270,789035.49,1942475.71
9270,789035.401,1942481.975
9270,789035.312,1942488.24
9270,789035.223,1942494.505
9270,789035.134,1942500.77
9270,789035.045,1942507.035
9270,789034.956,1942513.3
9270,789034.867,1942519.565
9270,789034.778,1942525.83
9270,789034.689,1942532.095
9270,789034.6,1942538.36
9270,789034.532,1942544.617
9270,789034.464,1942550.874
9270,789034.396,1942557.131
9270,789034.328,1942563.388
9270,789034.26,1942569.645
9270,789034.192,1942575.902
9270,789034.124,1942582.159
9270,789034.056,1942588.416
9270,789033.988,1942594.673
9270,789033.92,1942600.93
9270,789033.867,1942607.182
9270,789033.814,1942613.434
9270,789033.761,1942619.686
9270,789033.708,1942625.938
9270,789033.655,1942632.19
9270,789033.602,1942638.442
9270,789033.549,1942644.694
9270,789033.496,1942650.946
9270,789033.443,1942657.198
9270,789033.39,1942663.45
9270,789033.351,1942669.703
9270,789033.312,1942675.956
9270,789033.273,1942682.209
9270,789033.234,1942688.462
9270,789033.195,1942694.715
9270,789033.156,1942700.968
9270,789033.117,1942707.221
9270,789033.078,1942713.474
9270,789033.039,1942719.727
9270,789033,1942725.98
9270,789032.966,1942732.236
9270,789032.932,1942738.492
9270,789032.898,1942744.748
9270,789032.864,1942751.004
9270,789032.83,1942757.26
9270,789032.796,1942763.516
9270,789032.762,1942769.772
9270,789032.728,1942776.028
9270,789032.694,1942782.284
9270,789032.66,1942788.54
9270,789032.622,1942794.8
9270,789032.584,1942801.06
9270,789032.546,1942807.32
9270,789032.508,1942813.58
9270,789032.47,1942819.84
9270,789032.432,1942826.1
9270,789032.394,1942832.36
9270,789032.356,1942838.62
9270,789032.318,1942844.88
9270,789032.28,1942851.14
9270,789032.232,1942857.406
9270,789032.184,1942863.672
9270,789032.136,1942869.938
9270,789032.088,1942876.204
9270,789032.04,1942882.47
9270,789031.992,1942888.736
9270,789031.944,1942895.002
9270,789031.896,1942901.268
9270,789031.848,1942907.534
9270,789031.8,1942913.8
9270,789031.74,1942920.075
9270,789031.68,1942926.35
9270,789031.62,1942932.625
9270,789031.56,1942938.9
9270,789031.5,1942945.175
9270,789031.44,1942951.45
9270,789031.38,1942957.725
9270,789031.32,1942964
9270,789031.26,1942970.275
9270,789031.2,1942976.55
9270,789031.123,1942982.827
9270,789031.046,1942989.104
9270,789030.969,1942995.381
9270,789030.892,1943001.658
9270,789030.815,1943007.935
9270,789030.738,1943014.212
9270,789030.661,1943020.489
9270,789030.584,1943026.766
9270,789030.507,1943033.043
9270,789030.43,1943039.32
9270,789030.357,1943045.594
9270,789030.284,1943051.868
9270,789030.211,1943058.142
9270,789030.138,1943064.416
9270,789030.065,1943070.69
9270,789029.992,1943076.964
9270,789029.919,1943083.238
9270,789029.846,1943089.512
9270,789029.773,1943095.786
9270,789029.7,1943102.06
9270,789029.627,1943108.323
9270,789029.554,1943114.586
9270,789029.481,1943120.849
9270,789029.408,1943127.112
9270,789029.335,1943133.375
9270,789029.262,1943139.638
9270,789029.189,1943145.901
9270,789029.116,1943152.164
9270,789029.043,1943158.427
9270,789028.97,1943164.69
9270,789028.895,1943170.932
9270,789028.82,1943177.174
9270,789028.745,1943183.416
9270,789028.67,1943189.658
9270,789028.595,1943195.9
9270,789028.52,1943202.142
9270,789028.445,1943208.384
9270,789028.37,1943214.626
9270,789028.295,1943220.868
9270,789028.22,1943227.11
9270,789028.128,1943233.327
9270,789028.036,1943239.544
9270,789027.944,1943245.761
9270,789027.852,1943251.978
9270,789027.76,1943258.195
9270,789027.668,1943264.412
9270,789027.576,1943270.629
9270,789027.484,1943276.846
9270,789027.392,1943283.063
9270,789027.3,1943289.28
9270,789027.211,1943295.472
9270,789027.122,1943301.664
9270,789027.033,1943307.856
9270,789026.944,1943314.048
9270,789026.855,1943320.24
9270,789026.766,1943326.432
9270,789026.677,1943332.624
9270,789026.588,1943338.816
9270,789026.499,1943345.008
9270,789026.41,1943351.2
9270,789026.358,1943357.376
9270,789026.306,1943363.552
9270,789026.254,1943369.728
9270,789026.202,1943375.904
9270,789026.15,1943382.08
9270,789026.098,1943388.256
9270,789026.046,1943394.432
9270,789025.994,1943400.608
9270,789025.942,1943406.784
9270,789025.89,1943412.96
9270,789025.869,1943419.123
9270,789025.848,1943425.286
9270,789025.827,1943431.449
9270,789025.806,1943437.612
9270,789025.785,1943443.775
9270,789025.764,1943449.938
9270,789025.743,1943456.101
9270,789025.722,1943462.264
9270,789025.701,1943468.427
9270,789025.68,1943474.59
9270,789025.649,1943480.739
9270,789025.618,1943486.888
9270,789025.587,1943493.037
9270,789025.556,1943499.186
9270,789025.525,1943505.335
9270,789025.494,1943511.484
9270,789025.463,1943517.633
9270,789025.432,1943523.782
9270,789025.401,1943529.931
9270,789025.37,1943536.08
9270,789025.303,1943542.217
9270,789025.236,1943548.354
9270,789025.169,1943554.491
9270,789025.102,1943560.628
9270,789025.035,1943566.765
9270,789024.968,1943572.902
9270,789024.901,1943579.039
9270,789024.834,1943585.176
9270,789024.767,1943591.313
9270,789024.7,1943597.45
9270,789024.596,1943603.586
9270,789024.492,1943609.722
9270,789024.388,1943615.858
9270,789024.284,1943621.994
9270,789024.18,1943628.13
9270,789024.076,1943634.266
9270,789023.972,1943640.402
9270,789023.868,1943646.538
9270,789023.764,1943652.674
9270,789023.66,1943658.81
9270,789023.537,1943664.952
9270,789023.414,1943671.094
9270,789023.291,1943677.236
9270,789023.168,1943683.378
9270,789023.045,1943689.52
9270,789022.922,1943695.662
9270,789022.799,1943701.804
9270,789022.676,1943707.946
9270,789022.553,1943714.088
9270,789022.43,1943720.23
9270,789022.313,1943726.383
9270,789022.196,1943732.536
9270,789022.079,1943738.689
9270,789021.962,1943744.842
9270,789021.845,1943750.995
9270,789021.728,1943757.148
9270,789021.611,1943763.301
9270,789021.494,1943769.454
9270,789021.377,1943775.607
9270,789021.26,1943781.76
9270,789021.195,1943787.93
9270,789021.13,1943794.1
9270,789021.065,1943800.27
9270,789021,1943806.44
9270,789020.935,1943812.61
9270,789020.87,1943818.78
9270,789020.805,1943824.95
9270,789020.74,1943831.12
9270,789020.675,1943837.29
9270,789020.61,1943843.46
9270,789020.595,1943849.648
9270,789020.58,1943855.836
9270,789020.565,1943862.024
9270,789020.55,1943868.212
9270,789020.535,1943874.4
9270,789020.52,1943880.588
9270,789020.505,1943886.776
9270,789020.49,1943892.964
9270,789020.475,1943899.152
9270,789020.46,1943905.34
9270,789020.475,1943911.549
9270,789020.49,1943917.758
9270,789020.505,1943923.967
9270,789020.52,1943930.176
9270,789020.535,1943936.385
9270,789020.55,1943942.594
9270,789020.565,1943948.803
9270,789020.58,1943955.012
9270,789020.595,1943961.221
9270,789020.61,1943967.43
9270,789020.646,1943973.66
9270,789020.682,1943979.89
9270,789020.718,1943986.12
9270,789020.754,1943992.35
9270,789020.79,1943998.58
9270,789020.826,1944004.81
9270,789020.862,1944011.04
9270,789020.898,1944017.27
9270,789020.934,1944023.5
9270,789020.97,1944029.73
9270,789021.02,1944035.973
9270,789021.07,1944042.216
9270,789021.12,1944048.459
9270,789021.17,1944054.702
9270,789021.22,1944060.945
9270,789021.27,1944067.188
9270,789021.32,1944073.431
9270,789021.37,1944079.674
9270,789021.42,1944085.917
9270,789021.47,1944092.16
9270,789021.525,1944098.404
9270,789021.58,1944104.648
9270,789021.635,1944110.892
9270,789021.69,1944117.136
9270,789021.745,1944123.38
9270,789021.8,1944129.624
9270,789021.855,1944135.868
9270,789021.91,1944142.112
9270,789021.965,1944148.356
9270,789022.02,1944154.6
9270,789022.09,1944160.838
9270,789022.16,1944167.076
9270,789022.23,1944173.314
9270,789022.3,1944179.552
9270,789022.37,1944185.79
9270,789022.44,1944192.028
9270,789022.51,1944198.266
9270,789022.58,1944204.504
9270,789022.65,1944210.742
9270,789022.72,1944216.98
9270,789022.804,1944223.209
9270,789022.888,1944229.438
9270,789022.972,1944235.667
9270,789023.056,1944241.896
9270,789023.14,1944248.125
9270,789023.224,1944254.354
9270,789023.308,1944260.583
9270,789023.392,1944266.812
9270,789023.476,1944273.041
9270,789023.56,1944279.27
9270,789023.629,1944285.492
9270,789023.698,1944291.714
9270,789023.767,1944297.936
9270,789023.836,1944304.158
9270,789023.905,1944310.38
9270,789023.974,1944316.602
9270,789024.043,1944322.824
9270,789024.112,1944329.046
9270,789024.181,1944335.268
9270,789024.25,1944341.49
9270,789024.304,1944347.704
9270,789024.358,1944353.918
9270,789024.412,1944360.132
9270,789024.466,1944366.346
9270,789024.52,1944372.56
9270,789024.574,1944378.774
9270,789024.628,1944384.988
9270,789024.682,1944391.202
9270,789024.736,1944397.416
9270,789024.79,1944403.63
9270,789024.824,1944409.839
9270,789024.858,1944416.048
9270,789024.892,1944422.257
9270,789024.926,1944428.466
9270,789024.96,1944434.675
9270,789024.994,1944440.884
9270,789025.028,1944447.093
9270,789025.062,1944453.302
9270,789025.096,1944459.511
9270,789025.13,1944465.72
9270,789025.138,1944471.923
9270,789025.146,1944478.126
9270,789025.154,1944484.329
9270,789025.162,1944490.532
9270,789025.17,1944496.735
9270,789025.178,1944502.938
9270,789025.186,1944509.141
9270,789025.194,1944515.344
9270,789025.202,1944521.547
9270,789025.21,1944527.75
9270,789025.208,1944533.95
9270,789025.206,1944540.15
9270,789025.204,1944546.35
9270,789025.202,1944552.55
9270,789025.2,1944558.75
9270,789025.198,1944564.95
9270,789025.196,1944571.15
9270,789025.194,1944577.35
9270,789025.192,1944583.55
9270,789025.19,1944589.75
9270,789025.195,1944595.949
9270,789025.2,1944602.148
9270,789025.205,1944608.347
9270,789025.21,1944614.546
9270,789025.215,1944620.745
9270,789025.22,1944626.944
9270,789025.225,1944633.143
9270,789025.23,1944639.342
9270,789025.235,1944645.541
9270,789025.24,1944651.74
9270,789025.262,1944657.94
9270,789025.284,1944664.14
9270,789025.306,1944670.34
9270,789025.328,1944676.54
9270,789025.35,1944682.74
9270,789025.372,1944688.94
9270,789025.394,1944695.14
9270,789025.416,1944701.34
9270,789025.438,1944707.54
9270,789025.46,1944713.74
9270,789025.497,1944719.944
9270,789025.534,1944726.148
9270,789025.571,1944732.352
9270,789025.608,1944738.556
9270,789025.645,1944744.76
9270,789025.682,1944750.964
9270,789025.719,1944757.168
9270,789025.756,1944763.372
9270,789025.793,1944769.576
9270,789025.83,1944775.78
9270,789025.867,1944781.996
9270,789025.904,1944788.212
9270,789025.941,1944794.428
9270,789025.978,1944800.644
9270,789026.015,1944806.86
9270,789026.052,1944813.076
9270,789026.089,1944819.292
9270,789026.126,1944825.508
9270,789026.163,1944831.724
9270,789026.2,1944837.94
9270,789026.233,1944844.166
9270,789026.266,1944850.392
9270,789026.299,1944856.618
9270,789026.332,1944862.844
9270,789026.365,1944869.07
9270,789026.398,1944875.296
9270,789026.431,1944881.522
9270,789026.464,1944887.748
9270,789026.497,1944893.974
9270,789026.53,1944900.2
9270,789026.556,1944906.436
9270,789026.582,1944912.672
9270,789026.608,1944918.908
9270,789026.634,1944925.144
9270,789026.66,1944931.38
9270,789026.686,1944937.616
9270,789026.712,1944943.852
9270,789026.738,1944950.088
9270,789026.764,1944956.324
9270,789026.79,1944962.56
9270,789026.8,1944968.8
9270,789026.81,1944975.04
9270,789026.82,1944981.28
9270,789026.83,1944987.52
9270,789026.84,1944993.76
9270,789026.85,1945000
9270,789026.86,1945006.24
9270,789026.87,1945012.48
9270,789026.88,1945018.72
9270,789026.89,1945024.96
9270,789026.891,1945031.203
9270,789026.892,1945037.446
9270,789026.893,1945043.689
9270,789026.894,1945049.932
9270,789026.895,1945056.175
9270,789026.896,1945062.418
9270,789026.897,1945068.661
9270,789026.898,1945074.904
9270,789026.899,1945081.147
9270,789026.9,1945087.39
9270,789026.903,1945093.633
9270,789026.906,1945099.876
9270,789026.909,1945106.119
9270,789026.912,1945112.362
9270,789026.915,1945118.605
9270,789026.918,1945124.848
9270,789026.921,1945131.091
9270,789026.924,1945137.334
9270,789026.927,1945143.577
9270,789026.93,1945149.82
9270,789026.93,1945156.06
9270,789026.93,1945162.3
9270,789026.93,1945168.54
9270,789026.93,1945174.78
9270,789026.93,1945181.02
9270,789026.93,1945187.26
9270,789026.93,1945193.5
9270,789026.93,1945199.74
9270,789026.93,1945205.98
9270,789026.93,1945212.22
9270,789026.915,1945218.453
9270,789026.9,1945224.686
9270,789026.885,1945230.919
9270,789026.87,1945237.152
9270,789026.855,1945243.385
9270,789026.84,1945249.618
9270,789026.825,1945255.851
9270,789026.81,1945262.084
9270,789026.795,1945268.317
9270,789026.78,1945274.55
9270,789026.749,1945280.771
9270,789026.718,1945286.992
9270,789026.687,1945293.213
9270,789026.656,1945299.434
9270,789026.625,1945305.655
9270,789026.594,1945311.876
9270,789026.563,1945318.097
9270,789026.532,1945324.318
9270,789026.501,1945330.539
9270,789026.47,1945336.76
9270,789026.437,1945342.971
9270,789026.404,1945349.182
9270,789026.371,1945355.393
9270,789026.338,1945361.604
9270,789026.305,1945367.815
9270,789026.272,1945374.026
9270,789026.239,1945380.237
9270,789026.206,1945386.448
9270,789026.173,1945392.659
9270,789026.14,1945398.87
9270,789026.121,1945405.072
9270,789026.102,1945411.274
9270,789026.083,1945417.476
9270,789026.064,1945423.678
9270,789026.045,1945429.88
9270,789026.026,1945436.082
9270,789026.007,1945442.284
9270,789025.988,1945448.486
9270,789025.969,1945454.688
9270,789025.95,1945460.89
9270,789025.935,1945467.086
9270,789025.92,1945473.282
9270,789025.905,1945479.478
9270,789025.89,1945485.674
9270,789025.875,1945491.87
9270,789025.86,1945498.066
9270,789025.845,1945504.262
9270,789025.83,1945510.458
9270,789025.815,1945516.654
9270,789025.8,1945522.85
9270,789025.77,1945529.041
9270,789025.74,1945535.232
9270,789025.71,1945541.423
9270,789025.68,1945547.614
9270,789025.65,1945553.805
9270,789025.62,1945559.996
9270,789025.59,1945566.187
9270,789025.56,1945572.378
9270,789025.53,1945578.569
9270,789025.5,1945584.76
9270,789025.438,1945590.946
9270,789025.376,1945597.132
9270,789025.314,1945603.318
9270,789025.252,1945609.504
9270,789025.19,1945615.69
9270,789025.128,1945621.876
9270,789025.066,1945628.062
9270,789025.004,1945634.248
9270,789024.942,1945640.434
9270,789024.88,1945646.62
9270,789024.785,1945652.804
9270,789024.69,1945658.988
9270,789024.595,1945665.172
9270,789024.5,1945671.356
9270,789024.405,1945677.54
9270,789024.31,1945683.724
9270,789024.215,1945689.908
9270,789024.12,1945696.092
9270,789024.025,1945702.276
9270,789023.93,1945708.46
9270,789023.824,1945714.653
9270,789023.718,1945720.846
9270,789023.612,1945727.039
9270,789023.506,1945733.232
9270,789023.4,1945739.425
9270,789023.294,1945745.618
9270,789023.188,1945751.811
9270,789023.082,1945758.004
9270,789022.976,1945764.197
9270,789022.87,1945770.39
9270,789022.773,1945776.599
9270,789022.676,1945782.808
9270,789022.579,1945789.017
9270,789022.482,1945795.226
9270,789022.385,1945801.435
9270,789022.288,1945807.644
9270,789022.191,1945813.853
9270,789022.094,1945820.062
9270,789021.997,1945826.271
9270,789021.9,1945832.48
9270,789021.823,1945838.699
9270,789021.746,1945844.918
9270,789021.669,1945851.137
9270,789021.592,1945857.356
9270,789021.515,1945863.575
9270,789021.438,1945869.794
9270,789021.361,1945876.013
9270,789021.284,1945882.232
9270,789021.207,1945888.451
9270,789021.13,1945894.67
9270,789021.061,1945900.897
9270,789020.992,1945907.124
9270,789020.923,1945913.351
9270,789020.854,1945919.578
9270,789020.785,1945925.805
9270,789020.716,1945932.032
9270,789020.647,1945938.259
9270,789020.578,1945944.486
9270,789020.509,1945950.713
9270,789020.44,1945956.94
9270,789020.354,1945963.166
9270,789020.268,1945969.392
9270,789020.182,1945975.618
9270,789020.096,1945981.844
9270,789020.01,1945988.07
9270,789019.924,1945994.296
9270,789019.838,1946000.522
9270,789019.752,1946006.748
9270,789019.666,1946012.974
9270,789019.58,1946019.2
9270,789019.496,1946025.426
9270,789019.412,1946031.652
9270,789019.328,1946037.878
9270,789019.244,1946044.104
9270,789019.16,1946050.33
9270,789019.076,1946056.556
9270,789018.992,1946062.782
9270,789018.908,1946069.008
9270,789018.824,1946075.234
9270,789018.74,1946081.46
9270,789018.682,1946087.693
9270,789018.624,1946093.926
9270,789018.566,1946100.159
9270,789018.508,1946106.392
9270,789018.45,1946112.625
9270,789018.392,1946118.858
9270,789018.334,1946125.091
9270,789018.276,1946131.324
9270,789018.218,1946137.557
9270,789018.16,1946143.79
9270,789018.147,1946150.035
9270,789018.134,1946156.28
9270,789018.121,1946162.525
9270,789018.108,1946168.77
9270,789018.095,1946175.015
9270,789018.082,1946181.26
9270,789018.069,1946187.505
9270,789018.056,1946193.75
9270,789018.043,1946199.995
9270,789018.03,1946206.24
9270,789018.095,1946212.499
9270,789018.16,1946218.758
9270,789018.225,1946225.017
9270,789018.29,1946231.276
9270,789018.355,1946237.535
9270,789018.42,1946243.794
9270,789018.485,1946250.053
9270,789018.55,1946256.312
9270,789018.615,1946262.571
9270,789018.68,1946268.83
9270,789018.835,1946275.101
9270,789018.99,1946281.372
9270,789019.145,1946287.643
9270,789019.3,1946293.914
9270,789019.455,1946300.185
9270,789019.61,1946306.456
9270,789019.765,1946312.727
9270,789019.92,1946318.998
9270,789020.075,1946325.269
9270,789020.23,1946331.54
9270,789020.456,1946337.813
9270,789020.682,1946344.086
9270,789020.908,1946350.359
9270,789021.134,1946356.632
9270,789021.36,1946362.905
9270,789021.586,1946369.178
9270,789021.812,1946375.451
9270,789022.038,1946381.724
9270,789022.264,1946387.997
9270,789022.49,1946394.27
9270,789022.752,1946400.54
9270,789023.014,1946406.81
9270,789023.276,1946413.08
9270,789023.538,1946419.35
9270,789023.8,1946425.62
9270,789024.062,1946431.89
9270,789024.324,1946438.16
9270,789024.586,1946444.43
9270,789024.848,1946450.7
9270,789025.11,1946456.97
9270,789025.379,1946463.24
9270,789025.648,1946469.51
9270,789025.917,1946475.78
9270,789026.186,1946482.05
9270,789026.455,1946488.32
9270,789026.724,1946494.59
9270,789026.993,1946500.86
9270,789027.262,1946507.13
9270,789027.531,1946513.4
9270,789027.8,1946519.67
9270,789028.074,1946525.935
9270,789028.348,1946532.2
9270,789028.622,1946538.465
9270,789028.896,1946544.73
9270,789029.17,1946550.995
9270,789029.444,1946557.26
9270,789029.718,1946563.525
9270,789029.992,1946569.79
9270,789030.266,1946576.055
9270,789030.54,1946582.32
9270,789030.813,1946588.58
9270,789031.086,1946594.84
9270,789031.359,1946601.1
9270,789031.632,1946607.36
9270,789031.905,1946613.62
9270,789032.178,1946619.88
9270,789032.451,1946626.14
9270,789032.724,1946632.4
9270,789032.997,1946638.66
9270,789033.27,1946644.92
9270,789033.514,1946651.168
9270,789033.758,1946657.416
9270,789034.002,1946663.664
9270,789034.246,1946669.912
9270,789034.49,1946676.16
9270,789034.734,1946682.408
9270,789034.978,1946688.656
9270,789035.222,1946694.904
9270,789035.466,1946701.152
9270,789035.71,1946707.4
9270,789035.887,1946713.632
9270,789036.064,1946719.864
9270,789036.241,1946726.096
9270,789036.418,1946732.328
9270,789036.595,1946738.56
9270,789036.772,1946744.792
9270,789036.949,1946751.024
9270,789037.126,1946757.256
9270,789037.303,1946763.488
9270,789037.48,1946769.72
9270,789037.583,1946775.937
9270,789037.686,1946782.154
9270,789037.789,1946788.371
9270,789037.892,1946794.588
9270,789037.995,1946800.805
9270,789038.098,1946807.022
9270,789038.201,1946813.239
9270,789038.304,1946819.456
9270,789038.407,1946825.673
9270,789038.51,1946831.89
9270,789038.578,1946838.098
9270,789038.646,1946844.306
9270,789038.714,1946850.514
9270,789038.782,1946856.722
9270,789038.85,1946862.93
9270,789038.918,1946869.138
9270,789038.986,1946875.346
9270,789039.054,1946881.554
9270,789039.122,1946887.762
9270,789039.19,1946893.97
9270,789039.268,1946900.18
9270,789039.346,1946906.39
9270,789039.424,1946912.6
9270,789039.502,1946918.81
9270,789039.58,1946925.02
9270,789039.658,1946931.23
9270,789039.736,1946937.44
9270,789039.814,1946943.65
9270,789039.892,1946949.86
9270,789039.97,1946956.07
9270,789040.06,1946962.289
9270,789040.15,1946968.508
9270,789040.24,1946974.727
9270,789040.33,1946980.946
9270,789040.42,1946987.165
9270,789040.51,1946993.384
9270,789040.6,1946999.603
9270,789040.69,1947005.822
9270,789040.78,1947012.041
9270,789040.87,1947018.26
9270,789040.932,1947024.486
9270,789040.994,1947030.712
9270,789041.056,1947036.938
9270,789041.118,1947043.164
9270,789041.18,1947049.39
9270,789041.242,1947055.616
9270,789041.304,1947061.842
9270,789041.366,1947068.068
9270,789041.428,1947074.294
9270,789041.49,1947080.52
9270,789041.497,1947086.752
9270,789041.504,1947092.984
9270,789041.511,1947099.216
9270,789041.518,1947105.448
9270,789041.525,1947111.68
9270,789041.532,1947117.912
9270,789041.539,1947124.144
9270,789041.546,1947130.376
9270,789041.553,1947136.608
9270,789041.56,1947142.84
9270,789041.509,1947149.079
9270,789041.458,1947155.318
9270,789041.407,1947161.557
9270,789041.356,1947167.796
9270,789041.305,1947174.035
9270,789041.254,1947180.274
9270,789041.203,1947186.513
9270,789041.152,1947192.752
9270,789041.101,1947198.991
9270,789041.05,1947205.23
9270,789040.968,1947211.477
9270,789040.886,1947217.724
9270,789040.804,1947223.971
9270,789040.722,1947230.218
9270,789040.64,1947236.465
9270,789040.558,1947242.712
9270,789040.476,1947248.959
9270,789040.394,1947255.206
9270,789040.312,1947261.453
9270,789040.23,1947267.7
9270,789040.137,1947273.953
9270,789040.044,1947280.206
9270,789039.951,1947286.459
9270,789039.858,1947292.712
9270,789039.765,1947298.965
9270,789039.672,1947305.218
9270,789039.579,1947311.471
9270,789039.486,1947317.724
9270,789039.393,1947323.977
9270,789039.3,1947330.23
9270,789039.207,1947336.49
9270,789039.114,1947342.75
9270,789039.021,1947349.01
9270,789038.928,1947355.27
9270,789038.835,1947361.53
9270,789038.742,1947367.79
9270,789038.649,1947374.05
9270,789038.556,1947380.31
9270,789038.463,1947386.57
9270,789038.37,1947392.83
9270,789038.277,1947399.096
9270,789038.184,1947405.362
9270,789038.091,1947411.628
9270,789037.998,1947417.894
9270,789037.905,1947424.16
9270,789037.812,1947430.426
9270,789037.719,1947436.692
9270,789037.626,1947442.958
9270,789037.533,1947449.224
9270,789037.44,1947455.49
9270,789037.356,1947461.758
9270,789037.272,1947468.026
9270,789037.188,1947474.294
9270,789037.104,1947480.562
9270,789037.02,1947486.83
9270,789036.936,1947493.098
9270,789036.852,1947499.366
9270,789036.768,1947505.634
9270,789036.684,1947511.902
9270,789036.6,1947518.17
9270,789036.531,1947524.435
9270,789036.462,1947530.7
9270,789036.393,1947536.965
9270,789036.324,1947543.23
9270,789036.255,1947549.495
9270,789036.186,1947555.76
9270,789036.117,1947562.025
9270,789036.048,1947568.29
9270,789035.979,1947574.555
9270,789035.91,1947580.82
9270,789035.858,1947587.079
9270,789035.806,1947593.338
9270,789035.754,1947599.597
9270,789035.702,1947605.856
9270,789035.65,1947612.115
9270,789035.598,1947618.374
9270,789035.546,1947624.633
9270,789035.494,1947630.892
9270,789035.442,1947637.151
9270,789035.39,1947643.41
9270,789035.359,1947649.66
9270,789035.328,1947655.91
9270,789035.297,1947662.16
9270,789035.266,1947668.41
9270,789035.235,1947674.66
9270,789035.204,1947680.91
9270,789035.173,1947687.16
9270,789035.142,1947693.41
9270,789035.111,1947699.66
9270,789035.08,1947705.91
9270,789035.081,1947712.152
9270,789035.082,1947718.394
9270,789035.083,1947724.636
9270,789035.084,1947730.878
9270,789035.085,1947737.12
9270,789035.086,1947743.362
9270,789035.087,1947749.604
9270,789035.088,1947755.846
9270,789035.089,1947762.088
9270,789035.09,1947768.33
9270,789035.126,1947774.565
9270,789035.162,1947780.8
9270,789035.198,1947787.035
9270,789035.234,1947793.27
9270,789035.27,1947799.505
9270,789035.306,1947805.74
9270,789035.342,1947811.975
9270,789035.378,1947818.21
9270,789035.414,1947824.445
9270,789035.45,1947830.68
9270,789035.499,1947836.908
9270,789035.548,1947843.136
9270,789035.597,1947849.364
9270,789035.646,1947855.592
9270,789035.695,1947861.82
9270,789035.744,1947868.048
9270,789035.793,1947874.276
9270,789035.842,1947880.504
9270,789035.891,1947886.732
9270,789035.94,1947892.96
9270,789035.988,1947899.182
9270,789036.036,1947905.404
9270,789036.084,1947911.626
9270,789036.132,1947917.848
9270,789036.18,1947924.07
9270,789036.228,1947930.292
9270,789036.276,1947936.514
9270,789036.324,1947942.736
9270,789036.372,1947948.958
9270,789036.42,1947955.18
9270,789036.46,1947961.394
9270,789036.5,1947967.608
9270,789036.54,1947973.822
9270,789036.58,1947980.036
9270,789036.62,1947986.25
9270,789036.66,1947992.464
9270,789036.7,1947998.678
9270,789036.74,1948004.892
9270,789036.78,1948011.106
9270,789036.82,1948017.32
9270,789036.85,1948023.523
9270,789036.88,1948029.726
9270,789036.91,1948035.929
9270,789036.94,1948042.132
9270,789036.97,1948048.335
9270,789037,1948054.538
9270,789037.03,1948060.741
9270,789037.06,1948066.944
9270,789037.09,1948073.147
9270,789037.12,1948079.35
9270,789037.153,1948085.537
9270,789037.186,1948091.724
9270,789037.219,1948097.911
9270,789037.252,1948104.098
9270,789037.285,1948110.285
9270,789037.318,1948116.472
9270,789037.351,1948122.659
9270,789037.384,1948128.846
9270,789037.417,1948135.033
9270,789037.45,1948141.22
9270,789037.499,1948147.392
9270,789037.548,1948153.564
9270,789037.597,1948159.736
9270,789037.646,1948165.908
9270,789037.695,1948172.08
9270,789037.744,1948178.252
9270,789037.793,1948184.424
9270,789037.842,1948190.596
9270,789037.891,1948196.768
9270,789037.94,1948202.94
9270,789038.012,1948209.097
9270,789038.084,1948215.254
9270,789038.156,1948221.411
9270,789038.228,1948227.568
9270,789038.3,1948233.725
9270,789038.372,1948239.882
9270,789038.444,1948246.039
9270,789038.516,1948252.196
9270,789038.588,1948258.353
9270,789038.66,1948264.51
9270,789038.76,1948270.649
9270,789038.86,1948276.788
9270,789038.96,1948282.927
9270,789039.06,1948289.066
9270,789039.16,1948295.205
9270,789039.26,1948301.344
9270,789039.36,1948307.483
9270,789039.46,1948313.622
