LNUM,X,Y,LSYMB,DIST_LEFT,DIST_RIGHT
10,-75400.5,6.62553e+06,110,-1e+32,368.803
10,-75399.6,6.62558e+06,110,-1e+32,367.667
10,-75398.6,6.62563e+06,110,-1e+32,366.54
10,-75397.7,6.62568e+06,110,-1e+32,365.405
10,-75396.8,6.62573e+06,110,-1e+32,364.284
10,-75395.8,6.62578e+06,110,-1e+32,363.149
10,-75394.9,6.62583e+06,110,-1e+32,362.015
10,-75393.9,6.62588e+06,110,-1e+32,360.887
10,-75393,6.62593e+06,110,-1e+32,359.759
10,-75392,6.62598e+06,110,-1e+32,-1e+32
10,-75391.1,6.62603e+06,110,-1e+32,-1e+32
10,-75390.2,6.62608e+06,110,-1e+32,-1e+32
10,-75389.2,6.62613e+06,110,-1e+32,-1e+32
10,-75388.3,6.62618e+06,110,-1e+32,-1e+32
10,-75633,6.61318e+06,111,-1e+32,648.5
10,-75632,6.61323e+06,111,-1e+32,647.37
10,-75631.1,6.61328e+06,111,-1e+32,646.24
10,-75630.2,6.61333e+06,111,-1e+32,645.102
10,-75629.2,6.61338e+06,111,-1e+32,643.979
10,-75628.3,6.61343e+06,111,-1e+32,642.834
10,-75627.3,6.61348e+06,111,-1e+32,641.712
10,-75626.4,6.61353e+06,111,-1e+32,640.567
10,-75625.4,6.61358e+06,111,-1e+32,639.443
10,-75624.5,6.61363e+06,111,-1e+32,638.307
10,-75623.6,6.61368e+06,111,-1e+32,637.176
10,-75622.6,6.61373e+06,111,-1e+32,636.039
10,-75621.7,6.61378e+06,111,-1e+32,634.901
10,-75620.7,6.61383e+06,111,-1e+32,633.772
10,-75619.8,6.61388e+06,111,-1e+32,632.641
10,-75618.9,6.61393e+06,111,-1e+32,631.504
10,-75617.9,6.61398e+06,111,-1e+32,630.374
10,-75617,6.61403e+06,111,-1e+32,629.237
10,-75616,6.61408e+06,111,-1e+32,628.106
10,-75615.1,6.61413e+06,111,-1e+32,626.976
10,-75614.2,6.61418e+06,111,-1e+32,625.838
10,-75613.2,6.61423e+06,111,-1e+32,624.715
10,-75612.3,6.61428e+06,111,-1e+32,623.571
10,-75611.3,6.61433e+06,111,-1e+32,622.448
10,-75610.4,6.61438e+06,111,-1e+32,621.304
10,-75609.4,6.61443e+06,111,-1e+32,620.174
10,-75608.5,6.61448e+06,111,-1e+32,619.043
10,-75607.6,6.61453e+06,111,-1e+32,617.906
10,-75606.6,6.61458e+06,111,-1e+32,616.776
10,-75605.7,6.61463e+06,111,-1e+32,615.639
10,-75604.7,6.61468e+06,111,-1e+32,614.509
10,-75603.8,6.61473e+06,111,-1e+32,613.371
10,-75602.9,6.61478e+06,111,-1e+32,612.241
10,-75601.9,6.61483e+06,111,-1e+32,611.111
10,-75601,6.61488e+06,111,-1e+32,609.981
10,-75600,6.61493e+06,111,-1e+32,608.844
10,-75599.1,6.61498e+06,111,-1e+32,607.714
10,-75598.1,6.61503e+06,111,-1e+32,606.569
10,-75597.2,6.61508e+06,111,-1e+32,605.453
10,-75596.3,6.61513e+06,111,-1e+32,604.309
10,-75595.3,6.61518e+06,111,-1e+32,603.186
10,-75594.4,6.61523e+06,111,-1e+32,602.042
10,-75593.4,6.61528e+06,111,-1e+32,600.904
10,-75592.5,6.61533e+06,111,-1e+32,599.775
10,-75591.6,6.61538e+06,111,-1e+32,598.644
10,-75590.6,6.61543e+06,111,-1e+32,597.515
10,-75589.7,6.61548e+06,111,-1e+32,596.377
10,-75588.7,6.61553e+06,111,-1e+32,595.248
10,-75587.8,6.61558e+06,111,-1e+32,594.11
10,-75586.9,6.61563e+06,111,-1e+32,592.98
10,-75585.9,6.61568e+06,111,-1e+32,591.85
10,-75585,6.61573e+06,111,-1e+32,590.72
10,-75584,6.61578e+06,111,-1e+32,589.583
10,-75583.1,6.61583e+06,111,-1e+32,588.453
10,-75582.2,6.61588e+06,111,-1e+32,587.309
10,-75581.2,6.61593e+06,111,-1e+32,586.186
10,-75580.3,6.61598e+06,111,-1e+32,585.048
10,-75579.3,6.61603e+06,111,-1e+32,583.918
10,-75578.4,6.61608e+06,111,-1e+32,582.782
10,-75577.4,6.61613e+06,111,-1e+32,581.644
10,-75576.5,6.61618e+06,111,-1e+32,580.515
10,-75575.6,6.61623e+06,111,-1e+32,579.377
10,-75574.6,6.61628e+06,111,-1e+32,578.255
10,-75573.7,6.61633e+06,111,-1e+32,577.117
10,-75572.7,6.61638e+06,111,-1e+32,575.995
10,-75571.8,6.61643e+06,111,-1e+32,574.85
10,-75570.9,6.61648e+06,111,-1e+32,573.72
10,-75569.9,6.61653e+06,111,-1e+32,572.584
10,-75569,6.61658e+06,111,-1e+32,571.46
10,-75568,6.61663e+06,111,-1e+32,570.324
10,-75567.1,6.61668e+06,111,-1e+32,569.194
10,-75566.2,6.61673e+06,111,-1e+32,568.049
10,-75565.2,6.61678e+06,111,-1e+32,566.919
10,-75564.3,6.61683e+06,111,-1e+32,565.783
10,-75563.3,6.61688e+06,111,-1e+32,564.653
10,-75562.4,6.61693e+06,111,-1e+32,563.523
10,-75561.4,6.61698e+06,111,-1e+32,562.385
10,-75560.5,6.61703e+06,111,-1e+32,561.256
10,-75559.6,6.61708e+06,111,-1e+32,560.119
10,-75558.6,6.61713e+06,111,-1e+32,558.996
10,-75557.7,6.61718e+06,111,-1e+32,557.852
10,-75556.8,6.61723e+06,111,-1e+32,556.736
10,-75555.8,6.61728e+06,111,-1e+32,555.592
10,-75554.9,6.61733e+06,111,-1e+32,554.462
10,-75553.9,6.61738e+06,111,-1e+32,553.326
10,-75553,6.61743e+06,111,-1e+32,552.196
10,-75552,6.61748e+06,111,-1e+32,551.059
10,-75551.1,6.61753e+06,111,-1e+32,549.929
10,-75550.2,6.61758e+06,111,-1e+32,548.792
10,-75549.2,6.61763e+06,111,-1e+32,547.662
10,-75548.3,6.61768e+06,111,-1e+32,546.526
10,-75547.3,6.61773e+06,111,-1e+32,545.396
10,-75546.4,6.61778e+06,111,-1e+32,544.259
10,-75545.4,6.61783e+06,111,-1e+32,543.128
10,-75544.5,6.61788e+06,111,-1e+32,542.006
10,-75543.6,6.61793e+06,111,-1e+32,540.862
10,-75542.6,6.61798e+06,111,-1e+32,539.74
10,-75541.7,6.61803e+06,111,-1e+32,538.596
10,-75540.7,6.61808e+06,111,-1e+32,537.473
10,-75539.8,6.61813e+06,111,-1e+32,536.336
10,-75538.9,6.61818e+06,111,-1e+32,535.206
10,-75537.9,6.61823e+06,111,-1e+32,534.07
10,-75537,6.61828e+06,111,-1e+32,532.932
10,-75536,6.61833e+06,111,-1e+32,531.804
10,-75535.1,6.61838e+06,111,-1e+32,530.666
10,-75534.2,6.61843e+06,111,-1e+32,529.536
10,-75533.2,6.61848e+06,111,-1e+32,528.407
10,-75532.3,6.61853e+06,111,-1e+32,527.27
10,-75531.3,6.61858e+06,111,-1e+32,526.141
10,-75530.4,6.61863e+06,111,-1e+32,525.011
10,-75529.4,6.61868e+06,111,-1e+32,523.867
10,-75528.5,6.61873e+06,111,-1e+32,522.751
10,-75527.6,6.61878e+06,111,-1e+32,521.607
10,-75526.6,6.61883e+06,111,-1e+32,520.485
10,-75525.7,6.61888e+06,111,-1e+32,519.341
10,-75524.7,6.61893e+06,111,-1e+32,518.212
10,-75523.8,6.61898e+06,111,-1e+32,517.075
10,-75522.9,6.61903e+06,111,-1e+32,515.945
10,-75521.9,6.61908e+06,111,-1e+32,514.816
10,-75521,6.61913e+06,111,-1e+32,513.679
10,-75520,6.61918e+06,111,-1e+32,512.55
10,-75519.1,6.61923e+06,111,-1e+32,511.413
10,-75518.2,6.61928e+06,111,-1e+32,510.283
10,-75517.2,6.61933e+06,111,-1e+32,509.153
10,-75516.3,6.61938e+06,111,-1e+32,508.024
10,-75515.3,6.61943e+06,111,-1e+32,506.888
10,-75514.4,6.61948e+06,111,-1e+32,505.758
10,-75513.4,6.61953e+06,111,-1e+32,504.614
10,-75512.5,6.61958e+06,111,-1e+32,503.492
10,-75511.6,6.61963e+06,111,-1e+32,502.355
10,-75510.6,6.61968e+06,111,-1e+32,501.225
10,-75509.7,6.61973e+06,111,-1e+32,500.089
10,-75508.7,6.61978e+06,111,-1e+32,498.96
10,-75507.8,6.61983e+06,111,-1e+32,497.824
10,-75506.9,6.61988e+06,111,-1e+32,496.686
5,-73013.6,6.62045e+06,112,470.771,500.002
5,-73013.4,6.6204e+06,112,471.64,499.995
5,-73013.2,6.62035e+06,112,472.51,500.002
5,-73013,6.6203e+06,112,473.387,499.995
5,-73012.8,6.62025e+06,112,474.257,500.002
5,-73012.6,6.6202e+06,112,475.126,499.995
5,-73012.4,6.62015e+06,112,476.003,500.002
5,-73012.3,6.6201e+06,112,476.88,499.995
5,-73012.1,6.62005e+06,112,477.75,500.002
5,-73011.9,6.62e+06,112,478.619,499.995
5,-73011.7,6.61995e+06,112,479.496,500.002
5,-73011.5,6.6199e+06,112,480.366,500.002
5,-73011.3,6.61985e+06,112,481.236,500.002
5,-73011.1,6.6198e+06,112,482.113,500.002
5,-73010.9,6.61975e+06,112,482.982,500.002
5,-73010.7,6.6197e+06,112,483.859,500.002
5,-73010.5,6.61965e+06,112,484.729,499.995
5,-73010.3,6.6196e+06,112,485.606,500.002
5,-73010.1,6.61955e+06,112,486.475,499.995
5,-73009.9,6.6195e+06,112,487.345,500.002
5,-73009.7,6.61945e+06,112,488.222,499.995
5,-73009.5,6.6194e+06,112,489.092,500.002
5,-73009.4,6.61935e+06,112,489.968,499.995
5,-73009.2,6.6193e+06,112,490.838,500.002
5,-73009,6.61925e+06,112,491.708,499.995
5,-73008.8,6.6192e+06,112,492.585,500.002
5,-73008.6,6.61915e+06,112,493.454,500.002
5,-73008.4,6.6191e+06,112,494.331,500.002
5,-73008.2,6.61905e+06,112,495.201,500.002
5,-73008,6.619e+06,112,496.071,500.002
5,-73007.8,6.61895e+06,112,496.948,500.002
5,-73007.6,6.6189e+06,112,497.817,499.995
5,-73007.4,6.61885e+06,112,498.694,500.002
5,-73007.2,6.6188e+06,112,499.564,499.995
5,-73007,6.61875e+06,112,500.434,500.002
5,-73006.8,6.6187e+06,112,501.31,499.995
5,-73006.6,6.61865e+06,112,502.18,500.002
5,-73006.5,6.6186e+06,112,503.05,499.995
5,-73006.3,6.61855e+06,112,503.927,500.002
5,-73006.1,6.6185e+06,112,504.804,499.995
5,-73005.9,6.61845e+06,112,505.673,500.002
5,-73005.7,6.6184e+06,112,506.543,500.002
5,-73005.5,6.61835e+06,112,507.42,500.002
5,-73005.3,6.6183e+06,112,508.29,500.002
5,-73005.1,6.61825e+06,112,509.159,500.002
5,-73004.9,6.6182e+06,112,510.036,500.002
5,-73004.7,6.61815e+06,112,510.913,499.995
5,-73004.5,6.6181e+06,112,511.776,500.002
5,-73004.3,6.61805e+06,112,512.652,499.995
5,-73004.1,6.618e+06,112,513.529,500.002
5,-73003.9,6.61795e+06,112,514.399,499.995
5,-73003.7,6.6179e+06,112,515.269,500.002
5,-73003.6,6.61785e+06,112,516.146,499.995
5,-73003.4,6.6178e+06,112,517.015,500.002
5,-73003.2,6.61775e+06,112,517.885,499.995
5,-73003,6.6177e+06,112,518.762,500.002
5,-73002.8,6.61765e+06,112,519.639,500.002
5,-73002.6,6.6176e+06,112,520.501,500.002
5,-73002.4,6.61755e+06,112,521.378,500.002
5,-73002.2,6.6175e+06,112,522.255,500.002
5,-73002,6.61745e+06,112,523.125,500.002
5,-73001.8,6.6174e+06,112,523.994,499.995
5,-73001.6,6.61735e+06,112,524.871,500.002
5,-73001.4,6.6173e+06,112,525.748,499.995
5,-73001.2,6.61725e+06,112,526.611,500.002
5,-73001,6.6172e+06,112,527.488,499.995
5,-73000.8,6.61715e+06,112,528.364,500.002
5,-73000.7,6.6171e+06,112,529.227,499.995
5,-73000.5,6.61705e+06,112,530.104,500.002
5,-73000.3,6.617e+06,112,530.981,499.995
5,-73000.1,6.61695e+06,112,531.85,500.002
5,-72999.9,6.6169e+06,112,532.72,500.002
5,-72999.7,6.61685e+06,112,533.597,500.002
5,-72999.5,6.6168e+06,112,534.474,500.002
5,-72999.3,6.61675e+06,112,535.336,500.002
5,-72999.1,6.6167e+06,112,536.213,500.002
5,-72998.9,6.61665e+06,112,537.09,499.995
5,-72998.7,6.6166e+06,112,537.953,500.002
5,-72998.5,6.61655e+06,112,538.83,499.995
5,-72998.3,6.6165e+06,112,539.699,500.009
5,-72998.1,6.61645e+06,112,540.583,499.995
5,-72997.9,6.6164e+06,112,541.446,500.002
5,-72997.8,6.61635e+06,112,542.323,499.995
5,-72997.6,6.6163e+06,112,543.2,500.002
5,-72997.4,6.61625e+06,112,544.062,499.995
5,-72997.2,6.6162e+06,112,544.939,500.002
5,-72997,6.61615e+06,112,545.816,500.002
5,-72996.8,6.6161e+06,112,546.686,500.002
5,-72996.6,6.61605e+06,112,547.555,500.002
5,-72996.4,6.616e+06,112,548.432,499.995
5,-72996.2,6.61595e+06,112,549.309,500.002
5,-72996,6.6159e+06,112,550.172,499.995
5,-72995.8,6.61585e+06,112,551.048,500.002
5,-72995.6,6.6158e+06,112,551.925,499.995
5,-72995.4,6.61575e+06,112,552.781,500.009
5,-72995.2,6.6157e+06,112,553.665,499.995
5,-72995.1,6.61565e+06,112,554.542,500.002
5,-72994.9,6.6156e+06,112,555.411,499.995
5,-72994.7,6.61555e+06,112,556.281,500.002
5,-72994.5,6.6155e+06,112,557.158,500.002
5,-72994.3,6.61545e+06,112,558.035,500.002
5,-72994.1,6.6154e+06,112,558.897,500.002
5,-72993.9,6.61535e+06,112,559.774,500.002
5,-72993.7,6.6153e+06,112,560.651,500.002
5,-72993.5,6.61525e+06,112,561.521,499.995
5,-72993.3,6.6152e+06,112,562.391,500.002
5,-72993.1,6.61515e+06,112,563.267,499.995
5,-72992.9,6.6151e+06,112,564.137,500.002
5,-72992.7,6.61505e+06,112,565.007,499.995
5,-72992.5,6.615e+06,112,565.884,500.002
6,-72992.3,6.61495e+06,113,566.761,499.995
6,-72992.2,6.6149e+06,113,567.63,500.002
6,-72992,6.61485e+06,113,568.5,499.995
6,-72991.8,6.6148e+06,113,569.377,500.002
6,-72991.6,6.61475e+06,113,570.247,500.002
6,-72991.4,6.6147e+06,113,571.116,500.002
6,-72991.2,6.61465e+06,113,571.993,500.002
6,-72991,6.6146e+06,113,572.863,500.002
6,-72990.8,6.61455e+06,113,573.733,500.002
6,-72990.6,6.6145e+06,113,574.609,499.995
6,-72990.4,6.61445e+06,113,575.486,500.002
6,-72990.2,6.6144e+06,113,576.356,499.995
6,-72990,6.61435e+06,113,577.226,500.002
6,-72989.8,6.6143e+06,113,578.103,499.995
6,-72989.6,6.61425e+06,113,578.972,500.002
6,-72989.4,6.6142e+06,113,579.842,499.995
6,-72989.3,6.61415e+06,113,580.719,500.002
6,-72989.1,6.6141e+06,113,581.589,499.995
6,-72988.9,6.61405e+06,113,582.466,500.002
6,-72988.7,6.614e+06,113,583.335,500.002
6,-72988.5,6.61395e+06,113,584.212,500.002
6,-72988.3,6.6139e+06,113,585.082,500.002
6,-72988.1,6.61385e+06,113,585.952,500.002
6,-72987.9,6.6138e+06,113,586.828,500.002
6,-72987.7,6.61375e+06,113,587.698,499.995
6,-72987.5,6.6137e+06,113,588.575,500.002
6,-72987.3,6.61365e+06,113,589.445,499.995
6,-72987.1,6.6136e+06,113,590.314,500.002
6,-72986.9,6.61355e+06,113,591.191,499.995
6,-72986.7,6.6135e+06,113,592.061,500.002
6,-72986.5,6.61345e+06,113,592.931,499.995
6,-72986.4,6.6134e+06,113,593.808,500.002
6,-72986.2,6.61335e+06,113,594.677,499.995
6,-72986,6.6133e+06,113,595.554,500.002
6,-72985.8,6.61325e+06,113,596.424,500.002
6,-72985.6,6.6132e+06,113,597.301,500.002
6,-72985.4,6.61315e+06,113,598.171,500.002
6,-72985.2,6.6131e+06,113,599.04,500.002
6,-72985,6.61305e+06,113,599.917,500.002
6,-72984.8,6.613e+06,113,600.787,499.995
6,-72984.6,6.61295e+06,113,601.657,500.002
6,-72984.4,6.6129e+06,113,602.533,499.995
6,-72984.2,6.61285e+06,113,603.41,500.002
6,-72984,6.6128e+06,113,604.28,499.995
6,-72983.8,6.61275e+06,113,605.15,500.002
6,-72983.6,6.6127e+06,113,606.027,499.995
6,-72983.5,6.61265e+06,113,606.896,500.002
6,-72983.3,6.6126e+06,113,607.766,499.995
6,-72983.1,6.61255e+06,113,608.643,500.002
6,-72982.9,6.6125e+06,113,609.52,500.002
6,-72982.7,6.61245e+06,113,610.382,500.002
6,-72982.5,6.6124e+06,113,611.259,500.002
6,-72982.3,6.61235e+06,113,612.136,500.002
6,-72982.1,6.6123e+06,113,-1e+32,500.002
6,-72981.9,6.61225e+06,113,-1e+32,499.995
6,-72981.7,6.6122e+06,113,-1e+32,500.002
6,-72981.5,6.61215e+06,113,-1e+32,499.995
6,-72981.3,6.6121e+06,113,-1e+32,500.002
6,-72981.1,6.61205e+06,113,-1e+32,499.995
6,-72980.9,6.612e+06,113,-1e+32,500.002
6,-72980.8,6.61195e+06,113,-1e+32,499.995
6,-72980.6,6.6119e+06,113,-1e+32,500.002
6,-72980.4,6.61185e+06,113,-1e+32,499.995
6,-72980.2,6.6118e+06,113,-1e+32,500.002
6,-72980,6.61175e+06,113,-1e+32,500.002
6,-72979.8,6.6117e+06,113,-1e+32,500.002
6,-72979.6,6.61165e+06,113,-1e+32,500.002
6,-72979.4,6.6116e+06,113,-1e+32,500.002
6,-72979.2,6.61155e+06,113,-1e+32,500.002
6,-72979,6.6115e+06,113,-1e+32,499.995
6,-72978.8,6.61145e+06,113,-1e+32,500.002
6,-72978.6,6.6114e+06,113,-1e+32,499.995
6,-72978.4,6.61135e+06,113,-1e+32,500.002
6,-72978.2,6.6113e+06,113,-1e+32,499.995
6,-72978,6.61125e+06,113,-1e+32,500.002
6,-72977.9,6.6112e+06,113,-1e+32,499.995
6,-72977.7,6.61115e+06,113,-1e+32,500.002
6,-72977.5,6.6111e+06,113,-1e+32,499.995
6,-72977.3,6.61105e+06,113,-1e+32,500.002
6,-72977.1,6.611e+06,113,-1e+32,500.002
6,-72976.9,6.61095e+06,113,-1e+32,500.002
6,-72976.7,6.6109e+06,113,-1e+32,500.002
6,-72976.5,6.61085e+06,113,-1e+32,500.002
6,-72976.3,6.6108e+06,113,-1e+32,500.002
6,-72976.1,6.61075e+06,113,-1e+32,499.995
6,-72975.9,6.6107e+06,113,-1e+32,500.002
6,-72975.7,6.61065e+06,113,-1e+32,499.995
6,-72975.5,6.6106e+06,113,-1e+32,500.009
6,-72975.3,6.61055e+06,113,-1e+32,499.995
6,-72975.1,6.6105e+06,113,-1e+32,500.002
6,-72975,6.61045e+06,113,-1e+32,499.995
6,-72974.8,6.6104e+06,113,-1e+32,500.002
6,-72974.6,6.61035e+06,113,-1e+32,499.995
6,-72974.4,6.6103e+06,113,-1e+32,500.002
6,-72974.2,6.61025e+06,113,-1e+32,500.002
6,-72974,6.6102e+06,113,-1e+32,500.002
6,-72973.8,6.61015e+06,113,-1e+32,500.002
2,-70998.9,6.61666e+06,114,441.612,-1e+32
2,-70998.7,6.61661e+06,114,439.873,-1e+32
2,-70998.5,6.61656e+06,114,438.12,-1e+32
2,-70998.3,6.61651e+06,114,436.381,-1e+32
2,-70998.2,6.61646e+06,114,434.636,-1e+32
2,-70998,6.61641e+06,114,432.897,-1e+32
2,-70997.8,6.61636e+06,114,431.144,-1e+32
2,-70997.6,6.61631e+06,114,429.406,-1e+32
2,-70997.4,6.61626e+06,114,427.667,-1e+32
2,-70997.2,6.61621e+06,114,425.922,-1e+32
2,-70997,6.61616e+06,114,424.176,-1e+32
2,-70996.8,6.61611e+06,114,422.43,-1e+32
2,-70996.6,6.61606e+06,114,420.685,-1e+32
2,-70996.4,6.61601e+06,114,418.946,-1e+32
2,-70996.2,6.61596e+06,114,417.201,-1e+32
2,-70996,6.61591e+06,114,415.448,-1e+32
2,-70995.8,6.61586e+06,114,413.71,-1e+32
2,-70995.7,6.61581e+06,114,411.964,-1e+32
2,-70995.5,6.61576e+06,114,410.226,-1e+32
2,-70995.3,6.61571e+06,114,408.473,-1e+32
2,-70995.1,6.61566e+06,114,406.734,-1e+32
2,-70994.9,6.61561e+06,114,404.989,-1e+32
2,-70994.7,6.61556e+06,114,403.251,-1e+32
2,-70994.5,6.61551e+06,114,401.505,-1e+32
2,-70994.3,6.61546e+06,114,399.76,-1e+32
2,-70994.1,6.61541e+06,114,398.021,-1e+32
2,-70993.9,6.61536e+06,114,396.276,-1e+32
2,-70993.7,6.61531e+06,114,394.53,-1e+32
2,-70993.5,6.61526e+06,114,392.785,-1e+32
2,-70993.3,6.61521e+06,114,391.039,-1e+32
2,-70993.1,6.61516e+06,114,389.294,-1e+32
2,-70992.9,6.61511e+06,114,387.556,-1e+32
2,-70992.8,6.61506e+06,114,385.803,-1e+32
2,-70992.6,6.61501e+06,114,384.065,-1e+32
2,-70992.4,6.61496e+06,114,382.32,-1e+32
2,-70992.2,6.61491e+06,114,380.581,-1e+32
2,-70992,6.61486e+06,114,378.829,-1e+32
2,-70991.8,6.61481e+06,114,377.091,-1e+32
2,-70991.6,6.61476e+06,114,375.353,-1e+32
2,-70991.4,6.61471e+06,114,373.607,-1e+32
2,-70991.2,6.61466e+06,114,371.862,-1e+32
2,-70991,6.61461e+06,114,370.117,-1e+32
2,-70990.8,6.61456e+06,114,368.372,-1e+32
2,-70990.6,6.61451e+06,114,366.626,-1e+32
2,-70990.4,6.61446e+06,114,364.888,-1e+32
2,-70990.2,6.61441e+06,114,363.136,-1e+32
2,-70990,6.61436e+06,114,361.398,-1e+32
2,-70989.9,6.61431e+06,114,359.653,-1e+32
2,-70989.7,6.61426e+06,114,357.915,-1e+32
2,-70989.5,6.61421e+06,114,356.162,-1e+32
2,-70989.3,6.61416e+06,114,354.424,-1e+32
2,-70989.1,6.61411e+06,114,352.679,-1e+32
2,-70988.9,6.61406e+06,114,350.941,-1e+32
2,-70988.7,6.61401e+06,114,349.196,-1e+32
2,-70988.5,6.61396e+06,114,347.451,-1e+32
2,-70988.3,6.61391e+06,114,345.706,-1e+32
2,-70988.1,6.61386e+06,114,343.968,-1e+32
2,-70987.9,6.61381e+06,114,342.223,-1e+32
2,-70987.7,6.61376e+06,114,340.471,-1e+32
2,-70987.5,6.61371e+06,114,338.733,-1e+32
2,-70987.3,6.61366e+06,114,336.988,-1e+32
2,-70987.1,6.61361e+06,114,335.251,-1e+32
2,-70987,6.61356e+06,114,333.499,-1e+32
2,-70986.8,6.61351e+06,114,331.761,-1e+32
2,-70986.6,6.61346e+06,114,330.016,-1e+32
2,-70986.4,6.61341e+06,114,328.278,-1e+32
2,-70986.2,6.61336e+06,114,326.526,-1e+32
2,-70986,6.61331e+06,114,324.788,-1e+32
2,-70985.8,6.61326e+06,114,323.044,-1e+32
2,-70985.6,6.61321e+06,114,321.306,-1e+32
2,-70985.4,6.61316e+06,114,319.561,-1e+32
2,-70985.2,6.61311e+06,114,317.817,-1e+32
2,-70985,6.61306e+06,114,316.072,-1e+32
2,-70984.8,6.61301e+06,114,314.328,-1e+32
2,-70984.6,6.61296e+06,114,312.59,-1e+32
2,-70984.4,6.61291e+06,114,310.838,-1e+32
2,-70984.2,6.61286e+06,114,309.101,-1e+32
2,-70984.1,6.61281e+06,114,307.356,-1e+32
2,-70983.9,6.61276e+06,114,305.619,-1e+32
2,-70983.7,6.61271e+06,114,303.867,-1e+32
2,-70983.5,6.61266e+06,114,302.13,-1e+32
2,-70983.3,6.61261e+06,114,300.378,-1e+32
2,-70983.1,6.61256e+06,114,298.648,-1e+32
2,-70982.9,6.61251e+06,114,296.904,-1e+32
2,-70982.7,6.61246e+06,114,295.159,-1e+32
2,-70982.5,6.61241e+06,114,293.415,-1e+32
2,-70982.3,6.61236e+06,114,291.678,-1e+32
2,-70982.1,6.61231e+06,114,289.933,-1e+32
2,-70981.9,6.61226e+06,114,288.182,-1e+32
2,-70981.7,6.61221e+06,114,286.445,-1e+32
2,-70981.5,6.61216e+06,114,284.701,-1e+32
2,-70981.3,6.61211e+06,114,282.964,-1e+32
2,-70981.2,6.61206e+06,114,281.206,-1e+32
2,-70981,6.61201e+06,114,279.469,-1e+32
2,-70980.8,6.61196e+06,114,277.717,-1e+32
2,-70980.6,6.61191e+06,114,275.988,-1e+32
2,-70980.4,6.61186e+06,114,274.237,-1e+32
2,-70980.2,6.61181e+06,114,272.5,-1e+32
2,-70980,6.61176e+06,114,270.756,-1e+32
2,-70979.8,6.61171e+06,114,269.019,-1e+32
2,-70979.6,6.61166e+06,114,267.275,-1e+32
2,-70979.4,6.61161e+06,114,265.531,-1e+32
2,-70979.2,6.61156e+06,114,263.788,-1e+32
2,-70979,6.61151e+06,114,262.044,-1e+32
2,-70978.8,6.61146e+06,114,260.308,-1e+32
2,-70978.6,6.61141e+06,114,258.557,-1e+32
2,-70978.4,6.61136e+06,114,256.82,-1e+32
2,-70978.3,6.61131e+06,114,255.07,-1e+32
2,-70978.1,6.61126e+06,114,253.34,-1e+32
2,-70977.9,6.61121e+06,114,251.59,-1e+32
2,-70977.7,6.61116e+06,114,249.853,-1e+32
2,-70977.5,6.61111e+06,114,248.11,-1e+32
2,-70977.3,6.61106e+06,114,-1e+32,-1e+32
2,-70977.1,6.61101e+06,114,-1e+32,-1e+32
2,-70976.9,6.61096e+06,114,-1e+32,-1e+32
2,-70976.7,6.61091e+06,114,-1e+32,-1e+32
2,-70976.5,6.61086e+06,114,-1e+32,-1e+32
2,-70976.3,6.61081e+06,114,-1e+32,-1e+32
2,-70976.1,6.61076e+06,114,-1e+32,-1e+32
2,-70975.9,6.61071e+06,114,-1e+32,-1e+32
2,-70975.7,6.61066e+06,114,-1e+32,-1e+32
2,-70975.5,6.61061e+06,114,-1e+32,-1e+32
2,-70975.4,6.61056e+06,114,-1e+32,-1e+32
2,-70975.2,6.61051e+06,114,-1e+32,-1e+32
2,-70975,6.61046e+06,114,-1e+32,-1e+32
2,-70974.8,6.61041e+06,114,-1e+32,-1e+32
2,-70974.6,6.61036e+06,114,-1e+32,-1e+32
2,-70974.4,6.61031e+06,114,-1e+32,-1e+32
2,-70974.2,6.61026e+06,114,-1e+32,-1e+32
2,-70974,6.61021e+06,114,-1e+32,-1e+32
2,-70973.8,6.61016e+06,114,-1e+32,-1e+32
2,-70973.6,6.61011e+06,114,-1e+32,-1e+32
2,-70973.4,6.61006e+06,114,-1e+32,-1e+32
2,-70973.2,6.61001e+06,114,-1e+32,-1e+32
2,-70973,6.60996e+06,114,-1e+32,-1e+32
2,-70972.8,6.60991e+06,114,-1e+32,-1e+32
2,-70972.6,6.60986e+06,114,-1e+32,-1e+32
2,-70972.5,6.60981e+06,114,-1e+32,-1e+32
2,-70972.3,6.60976e+06,114,-1e+32,-1e+32
2,-70972.1,6.60971e+06,114,-1e+32,-1e+32
2,-70971.9,6.60966e+06,114,-1e+32,-1e+32
2,-70971.7,6.60961e+06,114,-1e+32,-1e+32
2,-70971.5,6.60956e+06,114,-1e+32,-1e+32
2,-70971.3,6.60951e+06,114,-1e+32,-1e+32
2,-70971.1,6.60946e+06,114,-1e+32,-1e+32
2,-70970.9,6.60941e+06,114,-1e+32,-1e+32
2,-70970.7,6.60936e+06,114,-1e+32,-1e+32
2,-70970.5,6.60931e+06,114,-1e+32,-1e+32
2,-70970.3,6.60926e+06,114,-1e+32,-1e+32
2,-70970.1,6.60921e+06,114,-1e+32,-1e+32
2,-70969.9,6.60916e+06,114,-1e+32,-1e+32
2,-70969.7,6.60911e+06,114,-1e+32,-1e+32
2,-70969.6,6.60906e+06,114,-1e+32,-1e+32
2,-70969.4,6.60901e+06,114,-1e+32,-1e+32
2,-70969.2,6.60896e+06,114,-1e+32,-1e+32
